#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CalibratedYuleModel.t:tree" spec="beast.base.evolution.speciation.CalibratedYuleModel">
#            <parameter id="birthRateY.t:tree" lower="0.0" name="birthRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.RAG2" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="CalibratedYuleBirthRatePrior.t:tree" name="distribution" x="@birthRateY.t:tree">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="beta" spec="beast.base.inference.parameter.RealParameter">1000.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="Human-Carl.prior" monophyletic="true" spec="beast.base.evolution.tree.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="Human-Carl" spec="beast.base.evolution.alignment.TaxonSet">
#                <taxon id="Carlito_syrichta" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Homo_sapiens" spec="beast.base.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="mean" spec="beast.base.inference.parameter.RealParameter">6.0</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="sigma" spec="beast.base.inference.parameter.RealParameter">0.5</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@RAG2" id="treeLikelihood.RAG2" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel id="SiteModel.s:JTT" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:JTT" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:JTT" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:JTT" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:JTT" spec="beast.base.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.RAG2	Tree.height	Tree.treeLength	mutationRate	CalibratedYuleModel	birthRateY	logP(mrca(Human-Carl))	mrca.age(Human-Carl)	clockRate
294400	-2288.772844648267	-2268.4284797441787	-20.344364904088092	-2268.4284797441787	5.653562753386958	29.93125595134567	1.0	-12.991625987906627	0.8817870216092103	-0.5634494080056165	5.589111903700722	0.006409621748773185
294600	-2293.2634064938375	-2272.2893755290056	-20.97403096483173	-2272.2893755290056	5.77684885213935	30.324640334310224	1.0	-14.34484147335836	0.49066182617794774	-0.4259003223873695	5.683686097568695	0.007397480573961975
294800	-2293.184508489275	-2270.1982996119905	-22.986208877284138	-2270.1982996119905	6.500169908171868	34.49247515515853	1.0	-16.48230514997536	0.3770738653723886	-0.5637788799552608	6.411088510731286	0.00531898073324348
295000	-2289.4394745446452	-2264.265782177228	-25.173692367417278	-2264.265782177228	7.902342353765782	40.27060004054199	1.0	-18.79738614804179	0.46525334505656324	-0.22616234585499534	5.9863802861581465	0.005659867398184728
295200	-2293.244815590511	-2266.973147759183	-26.27166783132791	-2266.973147759183	6.439216188454027	36.397780134475184	1.0	-18.325536984252235	0.43800546225043735	-1.8563045748448435	5.097084383178551	0.005659867398184728
295400	-2294.4043366982237	-2268.0676782654177	-26.33665843280604	-2268.0676782654177	7.294557334237573	41.07764498525756	1.0	-19.66495686962802	0.5094987121382284	-0.4307590498688705	5.679869013352235	0.004716932358622692
295600	-2293.374600510321	-2263.7198046300764	-29.654795880244624	-2263.7198046300764	7.59578160209753	42.51300815693935	1.0	-22.646122520049225	0.8675398673511071	-0.2356708974699895	6.070283514515362	0.005672074813782472
295800	-2292.155999527749	-2264.453857635887	-27.702141891861906	-2264.453857635887	9.447141823406541	43.60006493735845	1.0	-19.587100877755653	0.6266136034584476	-1.6672855253928933	6.848968248154242	0.0047942883810968865
296000	-2289.202684188928	-2262.8973141645215	-26.305370024406358	-2262.8973141645215	8.001390589550502	39.89759715279759	1.0	-19.489301207211938	0.7179102345263245	-0.232343594858598	5.942762589970061	0.00503608372285109
296200	-2291.3015886792964	-2266.33749308601	-24.96409559328661	-2266.33749308601	7.424305209260517	39.686821846092556	1.0	-17.98572469673065	0.6242742077563102	-0.5343543877430486	6.3927868602043105	0.005084713837906389
296400	-2292.3179232529724	-2268.9553943433857	-23.36252890958648	-2268.9553943433857	5.519816368079374	29.77243191967896	1.0	-14.761478551814804	0.5439077677598433	-2.294786424809631	4.982897480053042	0.0065446203954558834
296600	-2293.105299415389	-2264.787999874722	-28.317299540666706	-2264.787999874722	7.43712407062327	33.71399549928121	1.0	-20.09950147539935	1.3085434319006497	-1.03375716124108	5.364403505124378	0.0065446203954558834
296800	-2294.8939904094937	-2271.9861263701177	-22.90786403937594	-2271.9861263701177	7.09642732143446	34.14210078122387	1.0	-16.086544843928472	0.5464816019682734	-0.5103364556776293	5.622809661422179	0.0067296419864582725
297000	-2292.1829155821724	-2268.61005790133	-23.572857680842557	-2268.61005790133	7.850763122842252	36.98206173294776	1.0	-17.03589899173506	0.5464816019682734	-0.22597594933765647	5.990392797157105	0.005730574874217794
297200	-2291.186045871552	-2266.0985946848473	-25.0874511867047	-2266.0985946848473	6.967783859028032	36.02855891358738	1.0	-17.839091945143704	1.0487179339376393	-0.28570304854163603	6.173077577832758	0.005730574874217794
297400	-2289.0515395737693	-2263.9905875310174	-25.060952042752092	-2263.9905875310174	8.689553310873103	40.28828822103825	1.0	-18.526640612391386	0.516837880198337	-0.27907395738855106	6.163221635734702	0.004894801500869186
297600	-2293.189523694862	-2265.4825188540417	-27.707004840820634	-2265.4825188540417	9.033421343028296	43.761799245927875	1.0	-18.904460361098234	0.516837880198337	-2.547307006750245	7.077384716363082	0.004894801500869186
297800	-2291.32989913022	-2264.79398817958	-26.535910950639945	-2264.79398817958	8.14758511591414	41.79089805473107	1.0	-19.365650475748332	0.6636394484622442	-0.6651164547910913	6.468681716171201	0.004838733200348943
298000	-2288.637860735985	-2265.5501454032	-23.087715332785116	-2265.5501454032	6.3969193558538056	36.057869630834425	1.0	-16.465354464415483	0.43964265662688495	-0.5288058180913702	6.389239300075572	0.005817635005454811
298200	-2290.808445393193	-2269.7158572933326	-21.09258809986036	-2269.7158572933326	5.660531749974659	31.331679209027886	1.0	-13.946825485080845	0.7900772566414211	-0.46627481740047694	5.653241103390447	0.006203143137274705
298400	-2291.9990968783522	-2268.1324622624816	-23.8666346158705	-2268.1324622624816	5.211023082024962	29.366787262497382	1.0	-15.00373976097077	1.2508113166545398	-1.7239888012205027	5.134495104411369	0.007793215521717492
298600	-2291.0755559886375	-2267.4936309915506	-23.581924997086976	-2267.4936309915506	4.609465763199905	26.291966465707773	1.0	-12.677846981021894	0.7185818124416701	-4.319418032209495	4.569331156492746	0.009323476377376816
298800	-2291.9158217786253	-2268.775732411386	-23.140089367239536	-2268.775732411386	4.666259337203612	26.375642158719902	1.0	-12.396147650278408	0.8606986665939003	-3.9788551833542902	4.630134344048738	0.007323004488719975
299000	-2286.7812643430257	-2265.717914003976	-21.0633503390496	-2265.717914003976	5.734212895866311	31.595977203986692	1.0	-14.133966700945443	0.669617587353348	-0.41527482604909205	5.692198543372221	0.00644001303435925
299200	-2292.5909665098534	-2270.058954096237	-22.532012413616545	-2270.058954096237	5.75996552273208	33.54196604097812	1.0	-16.037716392166523	0.46045940486628295	-0.3545039724438971	5.746314545352744	0.00644001303435925
299400	-2291.423843145082	-2267.2281746994277	-24.19566844565433	-2267.2281746994277	7.034788812271112	38.275931095887834	1.0	-17.828527266956243	0.46045940486628295	-0.22734912969196347	6.027908574374519	0.00644001303435925
299600	-2292.298271142772	-2264.914141002504	-27.38413014026816	-2264.914141002504	8.90080919323304	45.61957435417189	1.0	-20.861761609260412	0.46045940486628295	-0.38257648200162	6.279986722325267	0.00484229605270205
299800	-2293.66848384998	-2267.150487221034	-26.51799662894622	-2267.150487221034	8.107355723155878	38.53005344800793	1.0	-20.554978430550577	0.2527821297137016	-0.42253085692616316	5.68636047420531	0.005442030308508515
300000	-2290.713134460778	-2264.702562716658	-26.010571744119495	-2264.702562716658	7.83823591302077	40.59203086637032	1.0	-19.325673547408307	0.6337407459299886	-0.22583702624236976	6.004778786333494	0.005442030308508515
300200	-2293.190820403834	-2266.330350659228	-26.86046974460626	-2266.330350659228	7.992947282013206	42.237887667167634	1.0	-18.441993042614982	0.4145929934843264	-2.3835529889385647	7.038691878348396	0.0049330486325474265
300400	-2291.8432881304766	-2266.745712390779	-25.097575739697795	-2266.745712390779	8.602865907537646	40.260446008980544	1.0	-18.684325857897242	0.38438526596462685	-0.4539326785165331	6.337743486888945	0.006324930729886839
300600	-2294.4121550330747	-2270.9057167287465	-23.506438304328025	-2270.9057167287465	6.3874535634768606	34.13915429332112	1.0	-16.361421571107133	0.980940075755079	-0.24917381471590067	5.891874003886269	0.005789757746986072
300800	-2294.356274799735	-2270.8374143026263	-23.518860497108584	-2270.8374143026263	6.40520054824361	36.168314947964596	1.0	-17.264644903717148	0.4116398997466775	-0.2264360480476855	5.982045955846131	0.006845182952627339
301000	-2293.5563472922668	-2268.0114217021155	-25.544925590151422	-2268.0114217021155	6.785887963750143	37.1105268652856	1.0	-18.220288353091938	0.6412383761288503	-0.8538190135669974	5.439630630332871	0.004973681492354755
301200	-2298.6408733355393	-2271.165363711629	-27.475509623909907	-2271.165363711629	6.8468400657496815	43.23826564169326	1.0	-20.757753066054445	0.4813623333800075	-0.5335924204665903	5.60769841459544	0.005292691162423519
301400	-2299.495176739527	-2270.461280782363	-29.033895957164145	-2270.461280782363	9.261642625211152	47.199310370952794	1.0	-22.778571472933038	0.2604171278110015	-0.6851025516516116	5.520776044522561	0.00532446744694263
301600	-2299.2605814367207	-2268.722821399507	-30.537760037213722	-2268.722821399507	10.518363495587055	56.24129436365361	1.0	-24.471891420826797	0.2604171278110015	-0.4956466838074286	6.367325013552509	0.0036567805215824384
301800	-2300.015966391293	-2270.7331429488695	-29.282823442423798	-2270.7331429488695	7.480781012814009	45.279799223798264	1.0	-22.463211844705036	0.2604171278110015	-1.2493896651392662	5.284598604804779	0.005302023928027259
302000	-2298.50006515014	-2269.5291056816022	-28.970959468537927	-2269.5291056816022	8.899108671919105	46.23176645871984	1.0	-19.998668711336318	0.3872471768960672	-3.005560267116578	7.178933610190127	0.004613191961603959
302200	-2295.1009400156436	-2268.5662674101045	-26.534672605539097	-2268.5662674101045	7.473376414730489	43.85903058198214	1.0	-19.85706339966367	0.3968008158006292	-0.6865222911735344	6.479964029135938	0.003974319083020829
302400	-2299.9466760631954	-2269.4105345547378	-30.53614150845768	-2269.4105345547378	10.395831127953523	52.287202456608185	1.0	-23.09438371351704	0.2533411433241756	-1.8990631007623988	6.914678016604114	0.003974319083020829
302600	-2294.019251283142	-2265.9975704609806	-28.021680822161283	-2265.9975704609806	7.180420940297281	38.68576541848915	1.0	-19.673923112618965	0.5941728439310547	-1.9531413299145899	5.0706588416329925	0.005074753369461894
302800	-2293.701654101892	-2265.350946978239	-28.35070712365291	-2265.350946978239	9.399940251171376	47.34099067117818	1.0	-22.53072354449198	0.2602043793764991	-0.2505783284728616	5.888673956712425	0.005357120041245675
303000	-2295.3356403917155	-2268.2734150430188	-27.062225348696877	-2268.2734150430188	7.7122375209626	43.07489990971311	1.0	-20.240922840074795	0.6155222549578379	-0.39139923801215104	6.287756742203744	0.004962243227631168
303200	-2296.590177172435	-2267.227500096875	-29.362677075560022	-2267.227500096875	7.9140365395073085	49.546172046538295	1.0	-21.772143285767754	0.4206874686178963	-1.5410256723934	6.810935977666755	0.0046641448849718626
303400	-2290.2812905495102	-2264.29453656954	-25.986753979970064	-2264.29453656954	7.409111189544981	41.27796000876705	1.0	-19.996623019159777	0.3124990826091353	-0.23772241278013936	6.077236843978156	0.0046641448849718626
303600	-2297.7204222188598	-2273.099699531878	-24.620722686982155	-2273.099699531878	7.379154807532105	39.49220436264352	1.0	-18.01346878110694	0.5289291082748251	-0.328902302163905	6.227058306960104	0.005667229651310032
303800	-2296.4000816757825	-2271.8534625278967	-24.546619147885792	-2271.8534625278967	6.598795033726374	37.8049612437962	1.0	-17.55959448421587	0.7662737472401278	-0.33812133416683515	6.236991541539047	0.005667229651310032
304000	-2295.2079744896155	-2271.1178324637235	-24.090142025892188	-2271.1178324637235	5.5125973683063325	33.596662893177445	1.0	-16.326842126217535	0.7154944587578373	-1.1829444077173457	5.308207742500461	0.005667229651310032
304200	-2291.375758295597	-2265.2274096023475	-26.14834869324948	-2265.2274096023475	7.087184111158962	42.32850841516401	1.0	-18.726089023637492	0.4656733971238493	-1.27121383991487	6.722987720251922	0.005006150467472858
304400	-2290.4993196562427	-2265.0861447715424	-25.413174884700144	-2265.0861447715424	7.503706215028121	36.631189929185425	1.0	-17.98860419720983	0.6377859347773024	-0.9591490856813585	5.39445985556834	0.0061258406330045945
304600	-2288.823552738719	-2266.0840098783947	-22.739542860324388	-2266.0840098783947	6.253684271562683	34.646303770299994	1.0	-15.913741802177036	0.6900169705020763	-0.28169244818999084	5.832815826787845	0.0061258406330045945
304800	-2287.3986732073263	-2265.685313132339	-21.713360074987087	-2265.685313132339	5.62763359214276	28.765707364897874	1.0	-13.354855462664988	0.6900169705020763	-1.814396002364734	5.108763597657724	0.007926264353234886
305000	-2294.890965018478	-2265.2143480977265	-29.67661692075123	-2265.2143480977265	6.822381618555398	29.38595319554925	1.0	-15.831415783176618	0.6900169705020763	-7.301092527617248	4.11913568073445	0.007671611671675951
305200	-2291.481550526019	-2267.4435644304017	-24.037986095617093	-2267.4435644304017	6.414926334040054	37.230357371789005	1.0	-17.666846693615543	0.443566382033691	-0.2687040979381783	5.853520060599666	0.006520312349084057
305400	-2290.1080787082124	-2262.35828367812	-27.749795030092027	-2262.35828367812	8.74119549630168	47.165995448416844	1.0	-21.331945726314423	0.3500129706733494	-0.5521479311966104	6.403953325615648	0.004545767553309292
305600	-2292.950510984506	-2265.95260406216	-26.99790692234608	-2265.95260406216	8.562446103186602	44.66508297449424	1.0	-20.340349749796623	0.47505995761444225	-0.4865654140293251	6.36109144367085	0.004545767553309292
305800	-2293.9477377663484	-2268.933602556797	-25.014135209551544	-2268.933602556797	6.1360642625237825	32.87972182468491	1.0	-17.232099522958094	1.13682126612691	-0.7387044560351517	5.493584605590221	0.0067313377311529355
306000	-2289.685308148189	-2264.711422382349	-24.973885765839867	-2264.711422382349	7.335022342186906	39.21239408647955	1.0	-17.657726671718045	0.6941054989874156	-0.7661445308423609	6.519785137435476	0.005371390156367748
306200	-2294.5594269770354	-2267.3640522627907	-27.195374714244902	-2267.3640522627907	9.644918482176937	42.91382939080238	1.0	-20.726118126438337	0.34972986575168735	-0.6043638576803866	5.5649296005037465	0.005371390156367748
306400	-2295.1089921226157	-2268.1728133208253	-26.936178801790273	-2268.1728133208253	7.864446160722477	43.9904809980021	1.0	-20.10982608578024	0.5278482373539097	-0.5500457464895355	6.402650216593018	0.004320267341844462
306600	-2295.5722390358287	-2266.685768319017	-28.886470716811576	-2266.685768319017	9.438289934200798	49.91472339054328	1.0	-22.613778669447818	0.39445743944445044	-0.2875247345532902	6.175689188495711	0.0038818934347747917
306800	-2295.346211651624	-2266.5347121637446	-28.811499487879345	-2266.5347121637446	10.511290466051346	49.004260122734834	1.0	-21.634061251894195	0.3915294759580284	-1.1997168479517928	6.6978271617338585	0.003909872176868763
307000	-2295.4560278537188	-2263.5151536156413	-31.9408742380775	-2263.5151536156413	10.580862565738077	53.75648224797578	1.0	-23.070736529843668	0.41176379283230247	-2.842057410776382	7.14373643339094	0.0038722675884787184
307200	-2291.6991404396204	-2263.9251356537993	-27.77400478582104	-2263.9251356537993	8.307567035424267	47.236194019804465	1.0	-21.586400746175737	0.3230829235995833	-0.401910729097932	6.29674852691564	0.0042426313779223785
307400	-2294.6799221043752	-2267.2080619324342	-27.471860171940907	-2267.2080619324342	8.88177441767686	44.54738989773123	1.0	-21.11508864800957	0.27288641369849764	-0.739812934632942	6.50696231713423	0.004953512543180634
307600	-2289.1922074385166	-2265.4658483444496	-23.726359094067128	-2265.4658483444496	6.527550897630157	34.002853161194224	1.0	-16.66273780383294	0.467787532471322	-0.9080481975575327	5.415937997763591	0.006708754094615251
307800	-2288.7520842851386	-2262.4749506258713	-26.27713365926748	-2262.4749506258713	8.912217815662823	43.0312354493569	1.0	-19.995439151665668	0.347944677325738	-0.421915995523746	6.313149040297922	0.004837999500752526
308000	-2289.6213850643076	-2267.4545921251874	-22.16679293911991	-2267.4545921251874	5.737692534177814	32.129718389071364	1.0	-15.160181399682653	0.5469522574836022	-0.6947683137768005	5.5157598936828585	0.006561755303229681
308200	-2291.209526078581	-2268.5710318143524	-22.638494264228264	-2268.5710318143524	6.433888561906243	33.33403280854609	1.0	-15.991612648951248	0.47330993039054264	-0.4795785209368317	5.6437787427089	0.0080347830577775
308400	-2292.642168662239	-2266.5088780296073	-26.13329063263173	-2266.5088780296073	8.456659608318667	42.754873645736566	1.0	-19.65941908629972	0.47330993039054264	-0.30656845199183	6.200969026652246	0.004535895323367209
308600	-2295.7560601014734	-2270.2312128297795	-25.524847271693723	-2270.2312128297795	7.028135560172977	41.535014630105074	1.0	-18.99181520984735	0.47330993039054264	-0.36572896750619166	6.264516176122997	0.005401540123558943
308800	-2299.4246506479712	-2270.1564106642168	-29.268239983754306	-2270.1564106642168	9.429430539114263	44.8727304626045	1.0	-21.925579293044798	0.47330993039054264	-1.1753575963693255	5.310954920297446	0.005371205319616992
309000	-2297.3171313879398	-2270.293887278339	-27.023244109600725	-2270.293887278339	8.981196867973189	44.901784843356616	1.0	-20.78219162233293	0.4048124337897689	-0.22998814832235803	6.045808272602395	0.0061261857296344546
309200	-2292.6688121665857	-2264.9069536075544	-27.761858559031037	-2264.9069536075544	8.690011596683988	46.50015626381546	1.0	-21.638225394051602	0.3520796068718385	-0.25204851980418114	5.885419968669376	0.004931768252854144
309400	-2296.7372253487342	-2271.822844329524	-24.914381019210353	-2271.822844329524	7.107249850038446	38.54672103284805	1.0	-18.803560274465724	0.3520796068718385	-0.23923609956937347	5.9180099185125234	0.005891562634721431
309600	-2301.3842471549983	-2277.286156973846	-24.098090181152234	-2277.286156973846	6.04288493780396	35.24299496394355	1.0	-17.94888749268666	0.33961451832476597	-0.31364056341817814	5.790418022275947	0.006633652368277104
309800	-2302.0610556050306	-2280.009235630641	-22.051819974389836	-2280.009235630641	6.140403902135487	33.727351810173815	1.0	-15.517049120625572	0.5292887583744585	-0.2557398422130803	5.877630703261903	0.006633652368277104
310000	-2289.9581395505766	-2268.571734097526	-21.386405453050315	-2268.571734097526	5.938935301663774	32.21182844566093	1.0	-14.288733832076886	0.9442691921161709	-0.23992735947346727	5.915928581465697	0.006903738110109783
310200	-2292.9019409939237	-2270.596861072042	-22.305079921881866	-2270.596861072042	6.065155419177858	34.756427168784164	1.0	-15.718940966359199	0.5741371227907645	-0.2258103120285607	6.003078910832853	0.0068753119343368625
310400	-2290.084748178558	-2266.6230706825054	-23.46167749605292	-2266.6230706825054	5.362099662468916	32.6484316532496	1.0	-16.156776701922375	0.4685917509519838	-1.1476108950257342	5.321096640757682	0.006284308827558921
310600	-2291.735627793545	-2267.1465042807113	-24.58912351283395	-2267.1465042807113	7.419786325685892	39.31833650059966	1.0	-18.21847299384695	0.4504986094732138	-0.252716267994566	6.116027831466934	0.00503605574518082
310800	-2287.3908167999048	-2263.3409848567926	-24.04983194311219	-2263.3409848567926	6.986531270224185	34.051634888468186	1.0	-16.874253759066498	0.4504986094732138	-1.0576439330532583	5.355076523760946	0.006129015316633457
311000	-2290.2275635288856	-2266.2081166067646	-24.019446922121066	-2266.2081166067646	7.607651033730752	37.440213469898026	1.0	-16.9294484329314	0.7429441664247426	-0.4720061531960725	6.350866641725418	0.005586721983125586
311200	-2292.0401311482915	-2267.237756810733	-24.802374337558543	-2267.237756810733	8.750669542007243	39.55939826990721	1.0	-18.29918245877698	0.5235778822244254	-0.2350040783284977	6.0678701911142525	0.005021218649298954
311400	-2297.961516374853	-2270.3423304015128	-27.619185973340283	-2270.3423304015128	8.267746518860418	44.837491537235145	1.0	-21.182675854432567	0.41294528234826455	-0.40556627583878424	5.7001876226754	0.005021218649298954
311600	-2288.49633280489	-2263.3759253747667	-25.120407430123112	-2263.3759253747667	7.527896903283018	38.90449110819611	1.0	-18.819516254009407	0.385428654943332	-0.3388648822108571	5.762225390794002	0.005652867829985262
311800	-2294.0026235865466	-2266.41766305766	-27.58496052888662	-2266.41766305766	6.195289672129311	34.70920608399972	1.0	-18.82179805362566	0.9175063700781465	-1.9341679886848806	5.075776911119357	0.006650429869841228
312000	-2293.7237276515157	-2268.571459350552	-25.15226830096389	-2268.571459350552	4.6651537668337575	28.78784635514971	1.0	-14.396860065743386	0.7611624235202494	-4.113196033195307	4.605832743077327	0.006650429869841228
312200	-2293.8585663272934	-2268.253447456913	-25.605118870380302	-2268.253447456913	7.10134018292479	41.518432319569975	1.0	-19.063907669980246	0.38590029873967985	-0.5779627195034951	6.419625646772673	0.004841642967948754
312400	-2290.881536920119	-2265.5134727590575	-25.36806416106122	-2265.5134727590575	7.961699249906358	39.19699048503265	1.0	-18.616981851927466	0.6769590600904261	-0.22607304536877773	6.0118678709980005	0.004649481002473915
312600	-2291.7690193313356	-2265.66967834641	-26.099340984925636	-2265.66967834641	8.538643535917776	42.73064107819904	1.0	-19.89315955534701	0.37391338281386194	-0.27446824957248483	6.156007847443258	0.004913711495200966
312800	-2292.788712625948	-2267.6005439049795	-25.188168720968317	-2267.6005439049795	7.127688709672106	39.18389432625171	1.0	-18.957107496172547	0.37391338281386194	-0.2993480447896317	5.808223186822671	0.0069773039754271095
313000	-2293.078376939108	-2269.22576676985	-23.852610169257634	-2269.22576676985	6.245554184872232	33.32268645779228	1.0	-16.14395910196769	0.7602381225808261	-1.0676536405196053	5.351207934745315	0.0069773039754271095
313200	-2288.3038278199438	-2264.0275072515924	-24.27632056835147	-2264.0275072515924	7.343168006171097	36.539343863270766	1.0	-17.4002853421904	0.5765177271010077	-0.5115705088019581	5.6219926216611436	0.005634306677549164
313400	-2291.959083998764	-2265.806487142839	-26.152596855924916	-2265.806487142839	8.561832567284098	42.53570472808214	1.0	-18.982420894289305	0.42964646518396465	-1.09960746438085	6.660990208602262	0.004775448515161256
313600	-2290.092854144712	-2263.1935054858495	-26.899348658862387	-2263.1935054858495	8.998173204481441	43.24885000623457	1.0	-21.022011348067455	0.2821817136389938	-0.22690732533533764	6.023621734595603	0.004665857903123406
313800	-2293.469464795091	-2266.372542397392	-27.09692239769882	-2266.372542397392	7.395766204056383	42.92825049797635	1.0	-20.218084805746546	0.6331736382172892	-0.42067135154088864	6.312153807357976	0.003728345680676671
314000	-2291.1899648600843	-2266.985274765882	-24.204690094202327	-2266.985274765882	6.0924364183155	33.502490384870015	1.0	-16.315088083652423	0.6392506182471009	-1.4218873582379938	5.226664366011346	0.005772018719834196
314200	-2291.951630907036	-2266.734985806856	-25.216645100179996	-2266.734985806856	6.9932015363162	35.744437168750906	1.0	-17.913472648807684	0.4180664878027808	-1.2599104268015116	5.280931479566521	0.005772018719834196
314400	-2294.8341028097775	-2268.9253126208505	-25.908790188927235	-2268.9253126208505	7.905401911500002	40.77535897736164	1.0	-19.358517952080973	0.49631612886602944	-0.3355309365537811	5.7657569809908376	0.005837691255865671
314600	-2288.5493071347	-2264.383649669877	-24.165657464823326	-2264.383649669877	7.125914429030917	35.23601867733024	1.0	-16.997940207873413	0.7574199788838876	-0.5304327445384374	5.609717159041222	0.006024737709405124
314800	-2293.31629021412	-2266.3409427822958	-26.975347431824236	-2266.3409427822958	8.285842832678242	40.46433732606372	1.0	-19.767519282315057	0.4689109672600951	-1.0498576193384368	5.358101929160981	0.006024737709405124
315000	-2293.7182971766133	-2268.685565772772	-25.032731403841552	-2268.685565772772	6.536997451838246	39.179524328206895	1.0	-18.72120428752539	0.40855251114084384	-0.29127161501451143	5.819057657844019	0.006074861138082142
315200	-2293.5979844238045	-2266.976593762215	-26.621390661589558	-2266.976593762215	9.248516188426064	44.2231380041827	1.0	-20.232795559790752	0.40855251114084384	-0.3683396004971537	6.266972140730476	0.005317088241261364
315400	-2291.221982251921	-2268.6289599824872	-22.593022269433572	-2268.6289599824872	5.679941135348095	31.609041301214337	1.0	-15.173698079699944	0.5463495346095528	-1.1085830379845618	5.335623719064326	0.005807786340960454
315600	-2292.4766974337153	-2266.5131118877403	-25.96358554597502	-2266.5131118877403	5.680346439882568	31.669569859356066	1.0	-16.762856831891227	1.0097000585525742	-2.275988711659215	4.987528430272117	0.006498098090029494
315800	-2287.5089845574603	-2263.4527317644	-24.056252793059926	-2263.4527317644	7.464971494035904	37.90218596606625	1.0	-17.748711989765567	0.41343003859625527	-0.2754244376916299	6.15753267128901	0.006051462902527405
316000	-2290.099015692936	-2263.211862848372	-26.887152844563712	-2263.211862848372	8.565037312529231	42.72382945929739	1.0	-20.23473513596744	0.5977625980879206	-0.25178034075649813	6.113993394790599	0.00524343981822611
316200	-2298.7387825077285	-2273.6534350228885	-25.085347484839986	-2273.6534350228885	8.423324454703009	40.40963567788395	1.0	-18.728341068271057	0.44511655060435334	-0.2510843598741142	6.112456674389266	0.005716737350856431
316400	-2296.9207681838316	-2272.8707940946692	-24.049974089162504	-2272.8707940946692	6.526453827763202	36.76452341224936	1.0	-17.25652527688342	0.6893033545880985	-0.2503746168825191	5.88913236667586	0.005491566375587985
316600	-2296.3213329182113	-2270.9398110632283	-25.381521854983063	-2270.9398110632283	6.560139555327281	36.53383839485976	1.0	-18.529354756556465	0.3630569231868415	-0.9498998490210498	5.398290561659399	0.005482135504253058
316800	-2301.844154991469	-2273.8946386274765	-27.949516363992622	-2273.8946386274765	7.472489399795746	43.69291176538557	1.0	-18.718927880761566	0.5152104952293598	-2.978503185564251	7.17318196221207	0.0048072221963475475
317000	-2297.8837638503273	-2273.4745085764666	-24.409255273860836	-2273.4745085764666	7.2607082625147985	36.73390070552561	1.0	-17.58764708296708	0.5152104952293598	-0.5695228932269509	5.585433032802767	0.006009620765162548
317200	-2303.0935121587486	-2275.2433672366183	-27.850144922130443	-2275.2433672366183	8.875939253904075	44.37169637011193	1.0	-19.313946136024086	0.5152104952293598	-2.2841134884395515	7.014475760132992	0.004551748179935656
317400	-2304.920659980826	-2280.8218271859514	-24.098832794874394	-2280.8218271859514	7.263203199844124	38.1968012870565	1.0	-17.14402378756576	0.6403374983499811	-0.4853961696990611	6.36028101327598	0.005255371619434594
317600	-2300.208654755438	-2275.13283257244	-25.075822182998113	-2275.13283257244	7.404807191529351	37.05491060611906	1.0	-17.972601564643867	0.6403374983499811	-0.6338077807446754	5.5483273153599235	0.006384077916895243
