#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CalibratedYuleModel.t:tree" spec="beast.base.evolution.speciation.CalibratedYuleModel">
#            <parameter id="birthRateY.t:tree" lower="0.0" name="birthRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.MC1R_protein_trimmed" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="CalibratedYuleBirthRatePrior.t:tree" name="distribution" x="@birthRateY.t:tree">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta" spec="beast.base.inference.parameter.RealParameter">1000.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:JTT" name="distribution">
#            <parameter id="gammaShape.s:JTT" lower="0.1" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="Nyc-homo.prior" monophyletic="true" spec="beast.base.evolution.tree.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="Nyc-homo" spec="beast.base.evolution.alignment.TaxonSet">
#                <taxon id="Nycticebus_coucang" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Homo_sapiens" spec="beast.base.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="mean" spec="beast.base.inference.parameter.RealParameter">6.0</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="sigma" spec="beast.base.inference.parameter.RealParameter">0.5</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@MC1R_protein_trimmed" id="treeLikelihood.MC1R_protein_trimmed" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:JTT" shape="@gammaShape.s:JTT" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:JTT" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:JTT" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:JTT" spec="beast.base.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.MC1R_protein_trimmed	Tree.height	Tree.treeLength	mutationRate	gammaShape	CalibratedYuleModel	birthRateY	logP(mrca(Nyc-homo))	mrca.age(Nyc-homo)	clockRate
299200	-1751.823085528193	-1732.0935303980261	-19.729555130166794	-1732.0935303980261	5.130586884180652	23.47539993834746	1.0	0.5502902224585846	-11.589278366505054	0.32768343944228195	-1.790163770121877	5.115587082444758	0.021466614923647175
299400	-1747.0073104626697	-1726.0350863884587	-20.972224074211024	-1726.0350863884587	5.84407446838698	31.68258521947864	1.0	0.5502902224585846	-13.237136139987348	0.573934933778739	-0.8248211417975974	5.452720460297998	0.016214025072528327
299600	-1746.4388574178204	-1725.429562684222	-21.009294733598466	-1725.429562684222	6.631465560279765	35.69078320617498	1.0	0.5502902224585846	-14.068433078118877	0.42259742381648524	-0.33653612951618583	6.235313383460714	0.01084279658181492
299800	-1750.694075820642	-1729.886469979743	-20.807605840899	-1729.886469979743	5.437444298572179	30.791425420407723	1.0	0.54424854834277	-13.328473891982934	0.3769176947309286	-0.9951725455161953	5.3797656923099675	0.016319900760673304
300000	-1744.9634076452278	-1723.881353664206	-21.082053981021875	-1723.881353664206	5.940570641666145	34.22617920590797	1.0	0.54424854834277	-14.226777523340253	0.3769176947309286	-0.3713170542817497	5.730254099533448	0.013334273487584257
300200	-1746.1506023261998	-1726.4930410110799	-19.657561315119786	-1726.4930410110799	6.026490675730272	31.02193800956164	1.0	0.54424854834277	-13.03265342944706	0.34557146848266657	-0.22772037133067474	5.968943449274369	0.016007973412455648
300400	-1747.3279473618054	-1726.949515822606	-20.3784315391994	-1726.949515822606	5.537061521064917	29.271086316893	1.0	0.54424854834277	-13.041947467411333	0.34317828704178444	-0.9462413788808375	5.399812518359425	0.016864405541463318
300600	-1756.5996471977496	-1732.162308251929	-24.437338945820482	-1732.162308251929	6.7819719637946605	37.22759034551672	1.0	0.54424854834277	-18.247578969971002	0.13920153042582864	-0.7011462894805746	6.487521761994194	0.016864405541463318
300800	-1748.3138563656894	-1725.321520873769	-22.99233549192031	-1725.321520873769	7.240619048365625	38.923372432334894	1.0	0.54424854834277	-15.307854403445253	0.5362266412798591	-0.848184843532624	6.5578501101944395	0.012130354726969604
301000	-1744.9440255365284	-1724.2053052432175	-20.738720293310966	-1724.2053052432175	6.185401439747776	34.50172418718828	1.0	0.54424854834277	-13.610695099104971	0.5480598393598768	-0.2699113766423228	6.148526132376756	0.013979746701001166
301200	-1749.5789479331597	-1726.9166460743152	-22.66230185884446	-1726.9166460743152	6.497667377768121	36.48479722586399	1.0	0.9373044392513606	-15.084010869104194	0.6023849791850843	-0.2326492040681802	6.058557029567136	0.01177626052428388
301400	-1744.7605208211155	-1723.2749133574077	-21.485607463707694	-1723.2749133574077	6.211295118645108	34.53331386164135	1.0	0.9373044392513606	-14.570716402677181	0.30905145433118186	-0.2362641792408916	5.927636934157803	0.014275031656055098
301600	-1745.8468156983158	-1721.935940391676	-23.910875306639714	-1721.935940391676	7.561449239693328	41.41921836061476	1.0	0.5719317356979372	-15.85726533043091	0.43765746762340463	-1.3926463356143985	6.763824254318253	0.010328388894632707
301800	-1757.657338567735	-1732.1641737469604	-25.493164820774684	-1732.1641737469604	7.444066114267437	42.5834273715155	1.0	0.648000485812376	-18.279114120739088	0.5581407834310274	-0.23396633709611614	6.063933498462812	0.010583679901239753
302000	-1746.5664092446473	-1724.988036475508	-21.578372769139442	-1724.988036475508	6.2816738712478575	36.39308319207952	1.0	0.7935625279883973	-14.586553743584522	0.3735803431331149	-0.267433843123513	6.144295686835722	0.013174476671082538
302200	-1746.4934878846925	-1724.9475436222542	-21.545944262438354	-1724.9475436222542	6.719547530110106	36.25257960763151	1.0	0.7935625279883973	-14.570958296477645	0.3735803431331149	-0.2506007835293033	6.11137645820499	0.013336081517612978
302400	-1748.4681197556756	-1726.251103573991	-22.21701618168461	-1726.251103573991	6.199318098025591	36.3873108742894	1.0	0.7935625279883973	-15.209849471749145	0.33339860452017217	-0.39650222046200245	5.707843477039041	0.013336081517612978
302600	-1746.56839138685	-1725.1763564104003	-21.3920349764496	-1725.1763564104003	5.9841510458669855	32.96729705653618	1.0	0.7935625279883973	-13.738668017931635	0.7000882791537272	-0.3012099915623313	5.805811124266085	0.013336081517612978
302800	-1747.5727230432453	-1726.747934849073	-20.8247881941722	-1726.747934849073	5.777328221979731	30.04918775628676	1.0	1.184806397932464	-12.338828447510789	0.6594425442606734	-0.8023513358616354	5.463082881993455	0.01878972882970089
303000	-1744.0937619572696	-1722.4182865590103	-21.675475398259426	-1722.4182865590103	6.150875076517541	33.75893523870575	1.0	0.6572392748453852	-14.143706062200295	0.7652314886917235	-0.22698750350348712	6.024455580741006	0.014722320397089797
303200	-1745.791848193065	-1724.1542129477766	-21.637635245288543	-1724.1542129477766	6.1208242493790825	33.09850084381977	1.0	0.5627692471717223	-14.096110453313292	0.7085187065274192	-0.4081946238142151	5.698003914620166	0.015223451549865062
303400	-1744.509665779891	-1723.4397944349848	-21.069871344906172	-1723.4397944349848	5.820309537569335	32.20267717629186	1.0	0.6950636753965376	-13.42414585752214	0.7222521427977545	-0.36090851101262333	5.740079667621119	0.012485242413881374
303600	-1743.4921628101365	-1722.0656254609726	-21.426537349163887	-1722.0656254609726	5.596681995996889	32.41885919228418	1.0	1.1170168692720046	-13.44732710613981	0.49479275722950516	-0.6505246004004402	5.5391674665587765	0.015350432370737455
303800	-1748.4506170024629	-1726.9899501141856	-21.460666888277288	-1726.9899501141856	6.4928155936570855	35.4027004547865	1.0	1.1170168692720046	-13.864366955375495	0.4487913746285385	-0.3651435781490715	6.263962332070642	0.014024147279815853
304000	-1745.6924774863448	-1723.3584306637295	-22.334046822615292	-1723.3584306637295	7.142057929062976	37.36934941378194	1.0	1.1170168692720046	-14.683722285328347	0.4487913746285385	-0.4191681825342247	6.310947608038314	0.012011377614763999
304200	-1748.3903250434726	-1724.8360509792844	-23.554274064188125	-1724.8360509792844	6.572216810626093	37.77183993962542	1.0	1.1170168692720046	-15.30434609659084	0.6371511212900312	-0.6684849706015612	6.470475088584313	0.012011377614763999
304400	-1745.5477232841392	-1724.1550761064861	-21.392647177653	-1724.1550761064861	6.204931831505652	33.30920684744908	1.0	1.1569507545172342	-13.605913347191107	0.5214066188948154	-0.3657488866766768	5.7354649985049715	0.012808880250032843
304600	-1745.8011503081011	-1724.2798410965304	-21.521309211570813	-1724.2798410965304	5.401703785116086	29.887496156225485	1.0	0.8171346249553271	-12.759340562213675	0.6911471103214143	-1.3990894170978043	5.234069825488943	0.016059125535499534
304800	-1744.5912827691748	-1723.739189782923	-20.852092986251872	-1723.739189782923	5.7879273024324736	32.005102425364555	1.0	0.8171346249553271	-13.143188597336534	0.6911471103214143	-0.34602515665600575	5.75481251662118	0.016059125535499534
305000	-1743.1519162851562	-1723.0488727191623	-20.103043565993925	-1723.0488727191623	6.119751820035573	32.722024967617855	1.0	0.8171346249553271	-12.890532644079192	0.47249844246330025	-0.22978826545342126	6.044704098294753	0.016059125535499534
305200	-1746.0154102049578	-1725.6077001511317	-20.40771005382613	-1725.6077001511317	6.482213970119084	33.11531094903162	1.0	0.8171346249553271	-13.315476259065907	0.4201939235247564	-0.22676424785479682	5.977944442762997	0.016059125535499534
305400	-1745.5881840133802	-1724.1901007414492	-21.39808327193092	-1724.1901007414492	5.440516552997921	30.775064785056703	1.0	0.9932593172968186	-12.94295882762401	0.5346951169579693	-1.1726763020323618	5.311928437810559	0.015765010527460287
305600	-1746.7893843641095	-1722.752844649253	-24.036539714856605	-1722.752844649253	7.051367965675373	40.02544581712625	1.0	0.9932593172968186	-15.198894956553067	0.3292007939821112	-2.0399459104803888	6.952406047291716	0.010683401075621405
305800	-1746.6336350874178	-1725.0628206526821	-21.570814434735638	-1725.0628206526821	6.2246735516443295	34.52029114812861	1.0	0.7839473293120869	-14.370888944466197	0.3880683906361071	-0.4471305685790978	5.66732958056481	0.014307680370421136
306000	-1747.0558346050814	-1724.6938346957725	-22.36199990930897	-1724.6938346957725	6.36437937544299	38.38519167218078	1.0	0.7839473293120869	-15.564172645508384	0.3199429888531183	-0.2379461972726352	6.0779578239431675	0.014307680370421136
306200	-1744.6471414245264	-1723.1465309197197	-21.500610504806726	-1723.1465309197197	6.161689332085881	35.342291130513004	1.0	0.7839473293120869	-14.647816890572194	0.33603311821280357	-0.24387862335034682	5.904901969774292	0.014307680370421136
306400	-1745.894547591524	-1724.1555538526782	-21.73899373884585	-1724.1555538526782	5.533318506475178	30.233888912258013	1.0	1.0543735234022307	-13.526002726818785	0.341906890220614	-1.316332554045406	5.261575595812043	0.01543540487844758
306600	-1747.6094193927242	-1725.4688999491655	-22.140519443558848	-1725.4688999491655	6.822570074067246	36.94952630496723	1.0	0.8178056597078573	-14.195942166295927	0.5177826128204571	-0.869708785665236	6.567414060902842	0.01369061119931913
306800	-1746.3835575772505	-1724.071822213244	-22.31173536400631	-1724.071822213244	6.480982173668102	35.47333899811028	1.0	0.6154553076159819	-15.457103841140361	0.27834775630978514	-0.6024163678706393	5.56605010932948	0.013904876599720627
307000	-1754.4756829594844	-1731.4650327367372	-23.01065022274719	-1731.4650327367372	7.094891874695201	37.57766774179645	1.0	0.6154553076159819	-15.73375110782387	0.44696274544088016	-0.5513849552422291	5.59651914382619	0.012229097079261692
307200	-1752.2477372327135	-1730.3827410426507	-21.864996190062712	-1730.3827410426507	5.669448026204344	32.00442860639386	1.0	0.6154553076159819	-13.732272600796708	0.44696274544088016	-1.4072094295849098	5.231424019065069	0.016664075028480576
307400	-1751.220478076687	-1727.6122812413143	-23.608196835372652	-1727.6122812413143	5.7388463216935195	36.278043635622495	1.0	0.6605092821981825	-15.810811910809013	0.5682139660914932	-0.7869127608358376	5.47032018719272	0.014822115417800171
307600	-1748.5757600613601	-1726.988555813508	-21.58720424785218	-1726.988555813508	6.854561637225044	36.396432059967516	1.0	0.5122060266442086	-15.101670829116946	0.31027424866850783	-0.22805887795140511	5.966328607790309	0.015721176107886318
307800	-1752.2639631591014	-1727.6710388877168	-24.592924271384618	-1727.6710388877168	5.886143973254619	33.0291771345483	1.0	0.696616123909344	-15.82397903029941	0.8296440616334632	-1.3439845855155514	5.252272364804261	0.01583642290337925
308000	-1745.578099253278	-1723.3996300136362	-22.17846923964179	-1723.3996300136362	6.7376239611928845	35.87471001977688	1.0	0.696616123909344	-14.891912747971705	0.46916441240085427	-0.43142977315040887	5.679345652995565	0.01137470427679249
308200	-1747.732416956515	-1725.9598944257089	-21.77252253080611	-1725.9598944257089	6.433166474580078	34.422933829398865	1.0	1.0146050563319804	-14.69111072409976	0.30785099108259045	-0.3293735275737962	5.7724234470237885	0.014650011796192026
308400	-1748.3730194334796	-1726.7972319960993	-21.575787437380313	-1726.7972319960993	6.326146191417389	32.47418646526029	1.0	0.6787341064716776	-14.37095746369733	0.30785099108259045	-0.7886626444107343	5.4694949143665035	0.014724206879801832
308600	-1744.3921733916413	-1722.5237024494181	-21.868470942223237	-1722.5237024494181	6.817539245174466	37.75856364733576	1.0	0.5296001035054204	-15.243409058587233	0.3473905184918648	-0.23727616154805842	6.07577865432736	0.011238939556078572
308800	-1745.499143255986	-1724.219446428102	-21.27969682788391	-1724.219446428102	6.162262934829743	33.3811350965099	1.0	0.5296001035054204	-13.919845964425638	0.6474115305409037	-0.3498550617451196	5.7509380507781325	0.013622184834489385
309000	-1748.5452712985832	-1727.1571978887516	-21.388073409831584	-1727.1571978887516	5.848758166351405	31.509918901356524	1.0	0.6845740142630129	-13.44342990400174	0.747916852189958	-0.6354079379447078	5.547442497962977	0.017816897439780648
309200	-1753.0432208969016	-1729.884971848681	-23.158249048220522	-1729.884971848681	6.752429889470434	36.14975592771177	1.0	0.6845740142630129	-14.826767697538724	0.7961509301753927	-0.9597630786639321	6.605793581188842	0.014627242447502043
309400	-1743.8874906110614	-1724.0277989583278	-19.85969165273348	-1724.0277989583278	5.621078321130289	29.90363169030001	1.0	0.7125095208416128	-12.036212527802926	0.6925913541757697	-0.5631381871755416	5.589301305985267	0.014734072660164564
309600	-1744.946186893248	-1724.1209633364797	-20.825223556768265	-1724.1209633364797	6.297137832425872	32.87806446306484	1.0	0.7125095208416128	-14.129729411555816	0.3060317994887609	-0.25147414817712366	5.886680108691377	0.014202182271574352
309800	-1745.4390309385153	-1723.724804932368	-21.71422600614744	-1723.724804932368	6.061855978511055	34.4082593165187	1.0	0.7125095208416128	-14.289931645139783	0.5678144945375544	-0.3625249322294255	5.738529562297477	0.014202182271574352
310000	-1748.9509605683209	-1726.1954285974277	-22.755531970893163	-1726.1954285974277	6.709225679961463	39.43964777268613	1.0	0.7125095208416128	-15.690157170876498	0.4193189817715219	-0.30661355186050254	6.201025121832789	0.011360595752945648
310200	-1748.3816420041694	-1724.5542895986134	-23.827352405555974	-1724.5542895986134	7.443009813428368	41.21210814913085	1.0	0.7125095208416128	-15.76115492471314	0.4193189817715219	-1.3074362326866704	6.735406309478625	0.011360595752945648
310400	-1745.6705423713518	-1724.8619968334644	-20.80854553788742	-1724.8619968334644	6.263048509008249	35.064226788873796	1.0	0.6111967005438436	-13.820837054736769	0.4193189817715219	-0.3302600552922583	6.228548356642015	0.01316059489294302
310600	-1743.084719231948	-1722.4640158985626	-20.620703333385396	-1722.4640158985626	5.851888661660581	32.72456536816818	1.0	0.6111967005438436	-13.531229612917254	0.4193189817715219	-0.4320252926097465	5.678881688497044	0.01316059489294302
310800	-1745.9000389551582	-1725.3588522336336	-20.541186721524596	-1725.3588522336336	6.1845859666655585	33.60491924025189	1.0	0.777192497142245	-13.15433496901625	0.5663243042906652	-0.26302609109822644	6.1364454807853654	0.013818879219852774
311000	-1745.7950001105844	-1725.4789542640817	-20.31604584650276	-1725.4789542640817	5.556523577751789	29.5583525310807	1.0	0.777192497142245	-12.293032985437897	0.4944280244540431	-1.0348886322235016	5.363958617864068	0.014095987857719698
311200	-1746.4797855949914	-1726.1220867836057	-20.357698811385735	-1726.1220867836057	5.630558703299774	30.16731808581766	1.0	0.777192497142245	-12.393048138538992	0.7939866445422166	-0.5030354981110323	5.627680147275018	0.018318709931791327
311400	-1746.969294284867	-1725.470710353212	-21.498583931654895	-1725.470710353212	6.024496975706702	34.44143659817446	1.0	0.777192497142245	-14.091178715152846	0.5884753762007165	-0.2452275779132181	5.901419511898929	0.014551358067073902
311600	-1744.219659524171	-1721.886287772444	-22.333371751727125	-1721.886287772444	5.816523762874164	33.73782295782838	1.0	0.9836296152551915	-15.386721711544553	0.2433075980968219	-0.4607058482129612	5.65727963616949	0.015479629526811088
311800	-1748.8923074478691	-1724.452436632633	-24.439870815236116	-1724.452436632633	6.416431578901497	36.90385701553313	1.0	1.1754057635423505	-16.294046317378108	0.6237948734796497	-0.5271700581400189	5.611812734949167	0.01452632376621587
312000	-1746.119561322776	-1724.3560949774364	-21.763466345339452	-1724.3560949774364	6.459356407935953	34.59600521215878	1.0	1.1754057635423505	-13.609814713992868	0.6664709235515813	-0.468845763345973	6.3486075233706565	0.01452632376621587
312200	-1748.5020082268893	-1728.3086101020672	-20.193398124822078	-1728.3086101020672	5.661441144194891	30.744465319608505	1.0	0.7453888912119286	-12.743310811784788	0.441878946812491	-0.6060724933104633	5.563948890228602	0.012828967362462529
312400	-1747.2759745366745	-1724.6482100350584	-22.627764501616117	-1724.6482100350584	6.596804513417741	37.21431681624523	1.0	0.7453888912119286	-15.520434028598288	0.3476901940923744	-0.5028942500801363	5.62777500256202	0.012828967362462529
312600	-1745.3460764472213	-1725.0934640398355	-20.252612407385936	-1725.0934640398355	6.109276425298836	33.13102759079419	1.0	0.5862338523110998	-13.007207494129416	0.6068738091127027	-0.24341251433684297	6.093864694353403	0.012323532613108765
312800	-1747.330521338547	-1724.4388009060872	-22.89172043245976	-1724.4388009060872	4.842902032424018	27.502257739718356	1.0	0.5715112549839662	-12.172664160317252	0.6068738091127027	-3.731786470549964	4.675991858426611	0.019042727456984876
313000	-1752.269773787597	-1726.7082321661692	-25.561541621427647	-1726.7082321661692	7.203844010274008	36.95520078115509	1.0	0.5715112549839662	-20.118009736380827	0.10322338070498069	-0.22641980050101507	6.017726362518685	0.015444209722126144
313200	-1744.965886147052	-1722.1852159661842	-22.780670180867798	-1722.1852159661842	6.681670581530563	36.65636117270801	1.0	0.5715112549839662	-15.477834186904389	0.6571464283686604	-0.23600951457811795	6.071477835492517	0.012301106460184435
313400	-1747.0196305223208	-1725.2817063364826	-21.737924185838235	-1725.2817063364826	6.443951836508713	34.43100430244538	1.0	0.836452554803461	-14.180075704703603	0.6571464283686604	-0.22608070192984844	5.987971922740499	0.014349841069821557
313600	-1747.639580702936	-1725.7068967579328	-21.932683945003113	-1725.7068967579328	6.437908873564043	34.236187051210095	1.0	0.836452554803461	-14.525052592207123	0.3610419255891312	-0.6744735442407416	5.5263534062214665	0.013231936608182846
313800	-1747.4213835701207	-1724.3253519324194	-23.096031637701344	-1724.3253519324194	6.5998166974268955	39.32968407494572	1.0	0.836452554803461	-15.830805303895149	0.46675688742501187	-0.2754051752482545	6.1575020993566865	0.012458334725038758
314000	-1749.878338529594	-1727.8960945965696	-21.982243933024364	-1727.8960945965696	5.003762671687652	27.642464402049548	1.0	1.1079634571230812	-11.898197123549535	0.7805572699778933	-2.3087155729590907	4.979479490574941	0.018619512542164054
314200	-1747.272660105586	-1726.0618599208306	-21.210800184755584	-1726.0618599208306	5.231253997696417	27.506418212033537	1.0	0.9233685518746357	-11.894104499814857	1.004632052639894	-1.4736191240106113	5.210117802654762	0.01976397990376658
314400	-1752.1593688833548	-1729.1879032077493	-22.971465675605387	-1729.1879032077493	6.709464862991187	38.53665650715157	1.0	0.7124010143848073	-16.105494490027244	0.2977541277865495	-0.44946149677498837	5.66558248839941	0.011214415070388901
314600	-1746.994131726134	-1724.6686782736217	-22.3254534525121	-1724.6686782736217	6.487415682597767	38.45327526117711	1.0	0.7124010143848073	-15.563024597682158	0.2977541277865495	-0.3459191660267857	6.245079388547934	0.012688758209490912
314800	-1751.6942598734186	-1728.1094455657878	-23.584814307630825	-1728.1094455657878	6.792544772382685	35.32387450914206	1.0	0.7124010143848073	-15.606570832664215	0.909111545325822	-0.4460389010969975	6.331849023241195	0.012688758209490912
315000	-1749.7065084633775	-1727.2280175183546	-22.47849094502305	-1727.2280175183546	5.824793370248811	32.98904926792447	1.0	0.5483558003333627	-16.377171282851368	0.1855896601463783	-0.3212245849448785	5.781558666571375	0.018725289218855044
315200	-1749.7640238367999	-1727.1440723059823	-22.619951530817566	-1727.1440723059823	6.982421322798546	38.386328431184815	1.0	0.5483558003333627	-15.77355126150172	0.25195264800831774	-0.7608414754137016	6.517228248826847	0.01215184854365746
315400	-1749.0900101698078	-1725.44858875449	-23.641421415317804	-1725.44858875449	6.4946512848410825	36.619456803736924	1.0	0.5483558003333627	-17.79730042569474	0.15615180388492134	-0.23659211324275414	5.926512720155027	0.015459018926385747
315600	-1753.5243472232755	-1728.6325345242944	-24.891812698981045	-1728.6325345242944	7.534756136545513	41.92225255181151	1.0	0.5483558003333627	-15.57766355318376	0.41852769218410163	-2.7214293860360756	7.117058197541952	0.011758612996190456
315800	-1746.5757697606034	-1723.200915311921	-23.37485444868232	-1723.200915311921	6.915073946536465	41.417186394903226	1.0	0.5483558003333627	-16.160586001839548	0.28922618480688606	-0.9908424839982577	6.618486512121942	0.012353663351050877
316000	-1745.986707494206	-1723.0082378632844	-22.9784696309216	-1723.0082378632844	7.003069252453566	38.644617272536664	1.0	0.6679662438764506	-15.172633525812568	0.5385341544442496	-0.8415301413012333	6.554859797001236	0.011141159655868845
316200	-1746.5810622792528	-1724.5419313776645	-22.03913090158827	-1724.5419313776645	6.6540123708674255	37.2970426729159	1.0	0.6679662438764506	-15.29931681111286	0.337137350401568	-0.24360166742787853	5.905632858517514	0.013659660781246526
316400	-1746.6496815021642	-1725.4018492842104	-21.247832217953903	-1725.4018492842104	5.185503102627842	28.506078814931797	1.0	0.6679662438764506	-13.095450102987513	0.337137350401568	-1.6561696919188598	5.154311422781964	0.018054273821525232
316600	-1748.4501219774925	-1725.0743679303746	-23.375754047117926	-1725.0743679303746	6.807397279677362	36.75394855421591	1.0	0.7697226334803423	-14.507445402681613	0.7372081889180884	-1.4883422222709584	6.794528435496877	0.011543742923614113
316800	-1747.466249904708	-1723.187513816913	-24.278736087795114	-1723.187513816913	5.026062696511175	28.088675157998008	1.0	1.3031784827844253	-12.676077572913199	0.4978562822809674	-4.081641924723755	4.611502507730203	0.015814527548772044
317000	-1746.8632682166099	-1723.747762367955	-23.11550584865493	-1723.747762367955	6.5263558399043875	35.47516159725987	1.0	1.3031784827844253	-14.954175249151401	0.7263061856496876	-0.2628029960078047	6.136036104330941	0.013319535475030213
317200	-1748.443551220097	-1726.5886185073102	-21.85493271278678	-1726.5886185073102	6.789239964235103	35.06990907233059	1.0	1.3031784827844253	-13.067981446158765	0.5658489116962068	-1.1379790429721495	6.675347203417406	0.012792454818234985
317400	-1749.4036367445308	-1726.7655898504634	-22.63804689406741	-1726.7655898504634	5.50693380354913	32.94544259638998	1.0	1.3031784827844253	-14.035973290385709	0.5658489116962068	-0.9531013800258351	5.396961847234726	0.01538456538960141
317600	-1750.6234458469353	-1727.1577057763438	-23.465740070591405	-1727.1577057763438	6.272218877587816	38.668303498241585	1.0	1.3031784827844253	-15.670197129489885	0.5015432739604657	-0.26715159524311294	6.143805845844989	0.014015255140993369
317800	-1745.9113693543025	-1722.4947222409382	-23.416647113364302	-1722.4947222409382	7.385316188248301	40.45494455138917	1.0	1.054479059103726	-16.078864463912822	0.3952540868679068	-0.2961199321243211	6.187521438080548	0.011378887039543518
318000	-1746.4226341594656	-1724.082229371506	-22.340404787959677	-1724.082229371506	6.155805296221673	36.83927466602773	1.0	1.1447635248111487	-14.969245599743193	0.3952540868679068	-0.23921200518190205	5.91808341884217	0.011702057608734986
318200	-1747.2006909343224	-1724.821640114417	-22.37905081990531	-1724.821640114417	6.888247556942114	37.27056566314425	1.0	0.9683797868057004	-14.406893792626729	0.5053617816753144	-0.7709834641627722	6.522107322069919	0.01202679704746497
318400	-1744.6495007701408	-1723.4423201908546	-21.20718057928625	-1723.4423201908546	5.429830709869008	30.88693921829707	1.0	0.7493205082408656	-13.028606965007263	0.5053617816753144	-1.1964593297280124	5.303340837610211	0.015870068233429763
318600	-1750.418077314516	-1729.268783901319	-21.149293413196947	-1729.268783901319	6.471610742670309	34.76445363748682	1.0	0.8897862352639705	-13.530896736730458	0.557665690913351	-0.3973777556044361	6.292904765205099	0.017884230551288533
318800	-1750.3340481562884	-1729.5972030075677	-20.736845148720686	-1729.5972030075677	5.034423574802004	27.51272417948947	1.0	0.3920919711077874	-11.596866302133392	0.7100035503528553	-2.175233054420154	5.012720479860079	0.021055334525107293
319000	-1749.4498785022038	-1727.7587890633874	-21.69108943881641	-1727.7587890633874	5.923880053091494	33.19252857480557	1.0	0.3920919711077874	-14.262102376812082	0.7100035503528553	-0.4642412698371857	5.6547103265427285	0.01522121630874825
319200	-1745.2696833593584	-1724.4783267584469	-20.79135660091162	-1724.4783267584469	5.736732857696302	32.13581179830935	1.0	0.48923625575650526	-13.995426235793726	0.32158001445678236	-0.52566026750678	5.61278628971713	0.017330377314729053
319400	-1743.5921956675247	-1723.2039575517204	-20.38823811580426	-1723.2039575517204	6.260808065195988	34.02508264768789	1.0	0.48923625575650526	-13.427367573004425	0.5044084854302333	-0.24072772125607234	6.086418657161937	0.014191257091137827
319600	-1747.9269271537485	-1724.1613912034527	-23.7655359502957	-1724.1613912034527	6.1092563346782285	32.45027953012572	1.0	1.2882023927391697	-14.87564335363202	0.8251527555557125	-0.8787729752923611	5.428606255438671	0.014844254566148114
319800	-1745.9947033372268	-1723.6333819914369	-22.36132134578993	-1723.6333819914369	5.595155483296323	33.593138618895644	1.0	1.2882023927391697	-14.675376172215943	0.30603094602202136	-0.6662350915268193	5.530721969999611	0.015838093238530106
320000	-1748.908957971554	-1726.5632299801773	-22.345727991376584	-1726.5632299801773	5.365869299483227	31.131371773582917	1.0	0.9710849782227982	-13.66908020305201	0.764954188953023	-1.0583826065895607	5.354790245755369	0.016977849548088154
