#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CalibratedYuleModel.t:tree" spec="beast.base.evolution.speciation.CalibratedYuleModel">
#            <parameter id="birthRateY.t:tree" lower="0.0" name="birthRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.Primates" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="CalibratedYuleBirthRatePrior.t:tree" name="distribution" x="@birthRateY.t:tree">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.base.inference.parameter.RealParameter">1000.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:HKY" name="distribution">
#            <parameter id="gammaShape.s:HKY" lower="0.1" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:HKY" name="distribution">
#            <parameter id="kappa.s:HKY" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.base.inference.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <distribution id="pyg-maca.prior" monophyletic="true" spec="beast.base.evolution.tree.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="pyg-maca" spec="beast.base.evolution.alignment.TaxonSet">
#                <taxon id="Pygathrix_cinerea" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Macaca_fascicularis" spec="beast.base.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="mean" spec="beast.base.inference.parameter.RealParameter">6.0</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="sigma" spec="beast.base.inference.parameter.RealParameter">0.5</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Primates" id="treeLikelihood.Primates" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:HKY" shape="@gammaShape.s:HKY" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:HKY" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:HKY" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:HKY" kappa="@kappa.s:HKY" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies data="@Primates" id="empiricalFreqs.s:HKY" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Primates	Tree.height	Tree.treeLength	kappa	gammaShape	CalibratedYuleModel	birthRateY	logP(mrca(pyg-maca))	mrca.age(pyg-maca)	clockRate	mutationRate
57000	-50685.9095958862	-50665.13318955897	-20.776406327230944	-50665.13318955897	5.814414300259148	26.99351048491243	16.45535809144784	0.22968794038789347	-8.568691361202436	0.8016459579542256	-0.3037223861915821	5.802603149028594	0.029333971313080232	1.0
58000	-50691.92792849771	-50665.96542852497	-25.962499972737728	-50665.96542852497	5.7158774169530915	26.760563576593334	17.65832213739562	0.2313122845160295	-12.879138400371826	1.5093379836233103	-0.39145136001579006	5.712197978315768	0.031219657840784218	1.0
59000	-50687.69816629054	-50667.23657772779	-20.461588562748034	-50667.23657772779	6.5580207715528465	29.796849860592133	18.174308982833416	0.23092874519711135	-7.946916051649282	0.5328421997123198	-0.8007226782341359	6.536158244173028	0.028497338529524425	1.0
60000	-50683.92410304747	-50664.87924023569	-19.04486281178059	-50664.87924023569	5.783807722510167	26.456137014191043	17.726679525146928	0.24353290966651983	-7.300045386990449	0.41546805405315046	-0.32201571437682247	5.780655109779034	0.03154763033091419	1.0
61000	-50685.57654015803	-50665.641438678525	-19.935101479503054	-50665.641438678525	5.766325523503897	26.46284232759193	17.375827333342528	0.24277723596343562	-7.7432441774584095	0.661338088419072	-0.3490236098649364	5.751774037195735	0.030869774759757662	1.0
62000	-50684.471087476544	-50665.08508223316	-19.38600524338371	-50665.08508223316	6.184640535698636	29.13900537836319	17.08854400726394	0.23934153027485222	-8.40117561152093	0.21861296091263596	-0.28810600524880103	6.176514379873247	0.027749218923125055	1.0
63000	-50685.48864105405	-50666.42242363757	-19.066217416481035	-50666.42242363757	5.625156571315548	26.32292640434636	15.693452851764272	0.2453296779168882	-7.8969612243390355	0.2517020492099823	-0.5087559941502207	5.623858642591982	0.02965426165402634	1.0
64000	-50683.93078746275	-50664.670025709966	-19.260761752784187	-50664.670025709966	5.8649163497640195	27.355835816514485	17.021107221492603	0.2425683644427152	-7.590078074931133	0.44688692716937417	-0.2648186735186925	5.860308695914948	0.02974520134811021	1.0
65000	-50685.707797990064	-50666.252885134076	-19.454912855991537	-50666.252885134076	5.743812875752656	26.89028800328681	16.132951925579725	0.25464780439766266	-7.641863588152368	0.5197521257669478	-0.359725586108081	5.741219945259151	0.029287740795357897	1.0
66000	-50687.29893405039	-50668.00104634922	-19.297887701169458	-50668.00104634922	6.350325280071148	29.14007787821692	16.36202087703664	0.2391648445552995	-7.745300882565705	0.36768410993843903	-0.4304479695508777	6.319887962344748	0.027510933784811387	1.0
67000	-50689.42809851622	-50669.736397870256	-19.691700645962374	-50669.736397870256	6.409350760616455	30.426299792573882	16.601017921231083	0.25888336813736174	-8.35527235860118	0.24834254445678478	-0.5554859435950286	6.406013910445382	0.024472684317985115	1.0
68000	-50685.80765348803	-50666.34923051543	-19.458422972602516	-50666.34923051543	6.301519540036049	29.275215502684727	16.587438145840512	0.2397543688704697	-8.537856140648795	0.1985649883535705	-0.38403796670629353	6.281288654287341	0.02697200912295053	1.0
69000	-50683.56010369255	-50663.193719917595	-20.36638377495763	-50663.193719917595	5.481713531715438	25.55755604977341	16.709312475210233	0.23818439018876492	-9.52640240779135	0.12209997547755541	-0.7750775047204123	5.475936000055487	0.03184835070094564	1.0
70000	-50687.59230944713	-50665.68582080887	-21.906488638260015	-50665.68582080887	6.950061867184704	32.30578677444004	16.622858929381007	0.23771936869857296	-8.449441432903743	0.4842343471518205	-2.0271028531076434	6.949028845837395	0.024342853332852615	1.0
71000	-50689.34164134437	-50666.18914537613	-23.152495968243088	-50666.18914537613	7.176290206289653	33.54501184966685	18.39364794105476	0.23989070148142394	-8.61499725522746	0.45085892392244314	-2.95494256908273	7.168150507519901	0.024828488175951107	1.0
72000	-50684.38355272925	-50664.46170394281	-19.921848786431067	-50664.46170394281	5.876910566942115	27.59598842065766	17.085824445677858	0.2506937927016448	-9.486602325275165	0.12861275227646835	-0.2575733828939722	5.8739404302536995	0.029108171315265902	1.0
73000	-50683.274034791146	-50664.07734451006	-19.196690281086344	-50664.07734451006	6.21073087269964	28.870449116097664	16.717349090962692	0.23245140474618228	-8.110070266836036	0.24929623768223108	-0.31319424600456564	6.2090489097793125	0.02890210665578351	1.0
74000	-50687.87466025009	-50668.86083307833	-19.013827171760322	-50668.86083307833	6.192109593784628	28.293374394715617	16.93561468888211	0.22010144640646237	-7.797223948990798	0.2847401603079847	-0.29458419678595926	6.185462724207901	0.027803491200119032	1.0
75000	-50687.956891383925	-50667.84859264284	-20.10829874108554	-50667.84859264284	5.873467955091154	27.21738105770579	17.850683822292435	0.2170184322025571	-9.696383836129165	0.11748456997360744	-0.2624092231234644	5.864689485850624	0.02948719127829408	1.0
76000	-50685.2019342394	-50665.98408925334	-19.217844986059635	-50665.98408925334	5.867278193489562	27.358398540265107	17.736983786639883	0.22111234534854018	-7.573862519038055	0.40647433386985604	-0.2641947768828775	5.861429757454657	0.03088861746587945	1.0
77000	-50685.7228752068	-50666.42608350417	-19.296791702628614	-50666.42608350417	6.055166780743638	28.264607116781303	18.19071854435078	0.2247794912406381	-8.17581871690259	0.23503985796062188	-0.22912176377727664	6.040806930370644	0.02955843055362609	1.0
78000	-50684.98061799135	-50665.96475258688	-19.015865404471125	-50665.96475258688	5.906707558235813	26.923826986368383	18.69011506123122	0.22472198163439827	-7.463299572196466	0.3352615757523947	-0.2456040344386642	5.9004693971837385	0.03150048714080583	1.0
79000	-50688.26099533888	-50666.539605528895	-21.721389809986242	-50666.539605528895	5.9813389195217805	27.536961250384046	18.529111383148976	0.21866102612882624	-9.200308025256156	0.9228222041158138	-0.2273835810657876	5.97178450407081	0.030760173006509264	1.0
