#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CalibratedYuleModel.t:tree" spec="beast.base.evolution.speciation.CalibratedYuleModel">
#            <parameter id="birthRateY.t:tree" lower="0.0" name="birthRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.RAG2_trimmed" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="CalibratedYuleBirthRatePrior.t:tree" name="distribution" x="@birthRateY.t:tree">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta" spec="beast.base.inference.parameter.RealParameter">1000.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:JTT" name="distribution">
#            <parameter id="gammaShape.s:JTT" lower="0.1" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="oto-prop.prior" monophyletic="true" spec="beast.base.evolution.tree.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="oto-prop" spec="beast.base.evolution.alignment.TaxonSet">
#                <taxon id="Otolemur_garnettii" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Propithecus_coquereli" spec="beast.base.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="mean" spec="beast.base.inference.parameter.RealParameter">6.0</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="sigma" spec="beast.base.inference.parameter.RealParameter">0.5</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@RAG2_trimmed" id="treeLikelihood.RAG2_trimmed" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:JTT" shape="@gammaShape.s:JTT" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:JTT" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:JTT" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:JTT" spec="beast.base.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.RAG2_trimmed	Tree.height	Tree.treeLength	mutationRate	gammaShape	CalibratedYuleModel	birthRateY	clockRate	logP(mrca(oto-prop))	mrca.age(oto-prop)
189800	-2398.916880220462	-2371.542929838782	-27.37395038167994	-2371.542929838782	6.662808332045469	36.382077511368344	1.0	0.5029436756984321	-19.455020396253886	0.969658201924278	0.005821027342231209	-0.5317108379556637	5.608899319029654
190000	-2399.421693533967	-2372.910055343051	-26.51163819091549	-2372.910055343051	7.038528687033265	37.474054495781765	1.0	0.6398566117787211	-18.780512479523026	0.6340688419400444	0.006041192897624051	-0.6316905393000548	6.450499271173288
190200	-2406.327752143144	-2376.611508684875	-29.716243458269325	-2376.611508684875	7.8913828229776275	41.62061647670041	1.0	0.6880574492610704	-22.10597486735475	0.5080064317134614	0.005918540337440334	-0.6842004040188603	6.478753094702339
190400	-2400.4562137667435	-2370.392713781409	-30.06349998533461	-2370.392713781409	8.812181644600798	42.604208358456084	1.0	0.5566687354090091	-22.618117408976367	0.731366582402561	0.006980660984675959	-0.28642345745671005	6.174115055081378
190600	-2400.459152647212	-2374.059143104596	-26.400009542615965	-2374.059143104596	7.250575556344776	35.975974602742454	1.0	0.44355731774435636	-18.897666998336454	0.731366582402561	0.007350918194218537	-0.45649484304263177	5.660365276806166
190800	-2402.2864435872334	-2373.3601071332396	-28.92633645399394	-2373.3601071332396	7.105001614927207	39.66482163875777	1.0	0.44355731774435636	-21.2698630448727	0.4767019724589266	0.005894589929396144	-1.0384756640060928	6.637449727963455
191000	-2402.593386778996	-2364.9799383586014	-37.61344842039443	-2364.9799383586014	11.157827689016925	56.12875033419403	1.0	0.4339916226725214	-30.61295838851776	0.5623731534300278	0.003751401120123725	-0.2268634810594558	6.0231530604319214
191200	-2402.5457202593047	-2368.739908766208	-33.80581149309683	-2368.739908766208	8.962115302940918	46.43653088046918	1.0	0.3555256572546821	-26.39242259309877	0.44811391725263616	0.003937877400360474	-0.9452335796729298	5.400232450432585
191400	-2395.518724787207	-2360.6490534493346	-34.86967133787216	-2360.6490534493346	10.527763796594424	47.84081076310343	1.0	0.299009072607183	-27.53018527501987	0.38366540619152	0.005035613061861552	-1.0830331440047858	5.345308549253903
191600	-2402.4668879513647	-2371.0602538944536	-31.406634056911106	-2371.0602538944536	8.88797263283955	45.10774014603582	1.0	0.299009072607183	-24.546963079439685	0.556831511530049	0.004074642539571916	-0.2309255176920334	5.949333615447192
191800	-2404.865769742337	-2372.121353159273	-32.74441658306364	-2372.121353159273	8.859594148653972	48.05755532073225	1.0	0.3101337488919277	-24.993475420059237	0.556831511530049	0.005074353827212966	-1.1110710269402726	6.6653118345165465
192000	-2403.1074576658175	-2369.02946184642	-34.07799581939734	-2369.02946184642	9.160424567895511	51.028874887274114	1.0	0.3101337488919277	-27.175054656088278	0.4898252328894872	0.005074353827212966	-0.391223860973287	6.287604336136088
192200	-2402.8920532175775	-2367.3800924261886	-35.51196079138884	-2367.3800924261886	9.917058817243607	51.18536714416068	1.0	0.3101337488919277	-29.0086667517281	0.3277683902758631	0.004681051235435765	-0.3930784808994313	5.710788029073221
192400	-2404.127352204864	-2366.139130566374	-37.98822163848979	-2366.139130566374	11.955970359174499	56.95286234910001	1.0	0.2790856887286486	-30.680227631601976	0.2776781528510568	0.004376287225804603	-1.3945552663124063	6.764448792813384
192600	-2405.512751195638	-2368.340454936648	-37.17229625898998	-2368.340454936648	11.222338195310645	56.61803994889644	1.0	0.3269329564157328	-29.28010124234369	0.500350419359691	0.0039744871978191244	-1.3424292098743842	6.747207420074793
192800	-2404.98246499838	-2370.802171910394	-34.180293087985845	-2370.802171910394	7.545636592735119	42.464248069215316	1.0	0.3269329564157328	-24.974490184946134	0.500350419359691	0.0054305362958134516	-2.656037096267804	4.8976738813710625
193000	-2403.485046094024	-2366.2328718748013	-37.25217421922234	-2366.2328718748013	11.159861685781705	58.4066233613356	1.0	0.2980177838520412	-30.659469221534216	0.33860150388390564	0.003443286774647368	-0.4621104081181212	6.343743403917365
193200	-2406.7455335177233	-2367.05671413478	-39.68881938294329	-2367.05671413478	12.381094401988719	63.45394511204664	1.0	0.2980177838520412	-32.776312982321116	0.2659182096365949	0.003443286774647368	-1.02337799144969	6.63150084671557
193400	-2414.5446170999635	-2370.2479820634885	-44.29663503647501	-2370.2479820634885	16.30241517135407	79.46996849857887	1.0	0.2980177838520412	-37.98221741335844	0.3237385804829378	0.003414585080099922	-0.22868058031203395	5.961991924099564
193600	-2401.323071490001	-2365.7758003211757	-35.54727116882533	-2365.7758003211757	10.954455090757321	53.29442951544664	1.0	0.2980177838520412	-28.966123238049345	0.40198360479321393	0.004653491242302829	-0.2790741539723277	5.836778063166129
193800	-2403.6075927463658	-2365.7786533826556	-37.828939363710255	-2365.7786533826556	12.604932859466164	58.75205223873063	1.0	0.2980177838520412	-31.214322426550815	0.40198360479321393	0.003887804020822057	-0.312543160355775	5.7917311740669675
194000	-2404.8734871660417	-2368.693047667969	-36.18043949807265	-2368.693047667969	9.907134476726647	53.655725251040536	1.0	0.2980177838520412	-29.929229905688498	0.3038455137093985	0.004452335477595051	-0.22884597180016064	5.9609191916957105
194200	-2409.9151859360586	-2370.7741074343635	-39.141078501695254	-2370.7741074343635	15.350681750564124	63.79482238398141	1.0	0.2980177838520412	-32.70805690512678	0.3564197918477052	0.004452335477595051	-0.25117515845531874	6.112658345919402
194400	-2412.2136156550914	-2378.9582005195116	-33.25541513557967	-2378.9582005195116	6.885840374285821	44.46806976484332	1.0	0.2980177838520412	-25.785358688071824	0.8324483878844079	0.005387251460341848	-0.4403202461341458	5.67248748612502
194600	-2405.6959948181893	-2370.350374214663	-35.34562060352611	-2370.350374214663	10.92784187078578	53.515537637458415	1.0	0.2980177838520412	-28.502749293308487	0.4975279866824372	0.004845497875600167	-0.32767472357439553	6.225702648333674
194800	-2410.418354254757	-2375.267618302426	-35.15073595233105	-2375.267618302426	9.43806946488882	51.92203458159491	1.0	0.2980177838520412	-28.335125812424618	0.4975279866824372	0.0034290927150477783	-0.3004135532632036	5.806839185368155
195000	-2406.518842410454	-2372.0314707945067	-34.4873716159472	-2372.0314707945067	8.9195682976099	49.02006129493885	1.0	0.2644603505253642	-27.394228416722243	0.7199097404072978	0.004543160216841652	-0.24217710423672517	6.0905145059976515
195200	-2411.0431593936855	-2371.7117439113745	-39.331415482311094	-2371.7117439113745	12.621060688784699	62.6427607617723	1.0	0.2644603505253642	-33.2802091562773	0.24772034410784716	0.004543160216841652	-0.26647097350093835	6.142617707274046
195400	-2413.780646439904	-2375.7834998007056	-37.99714663919838	-2375.7834998007056	9.155884136365874	47.89962896114933	1.0	0.2767269783064032	-29.451307837016163	0.7989964609253933	0.00533141801522259	-1.5784005505950964	5.177622593345863
195600	-2401.00832159738	-2365.8529516858325	-35.15536991154745	-2365.8529516858325	10.318156594835427	48.40846187412231	1.0	0.3403474713297948	-27.422545186513197	0.5716618517906804	0.004775600617780453	-1.036467374168494	5.363338385983666
195800	-2400.551429358448	-2368.905542758352	-31.64588660009555	-2368.905542758352	8.894189040990854	43.38950754417801	1.0	0.3403474713297948	-24.274413328464426	0.5716618517906804	0.004775600617780453	-0.6751159207653603	5.526014468511626
196000	-2408.2329754630537	-2373.813973744601	-34.419001718452876	-2373.813973744601	8.444861202893057	48.08219536250595	1.0	0.4397326391600022	-27.117090193140797	0.7545007569935702	0.005731070926738669	-0.22875504320458268	6.038494743536328
196200	-2403.5453014930126	-2368.173305137649	-35.371996355363734	-2368.173305137649	9.36921594619071	47.11407908147033	1.0	0.4397326391600022	-27.823784869187143	0.8283755199616457	0.005731070926738669	-0.3816642430181322	5.720829003679282
196400	-2397.580355752567	-2361.9815929424967	-35.598762810070404	-2361.9815929424967	11.144030508912767	52.45705287883243	1.0	0.5658565726182045	-28.97722962589424	0.3358811066890954	0.0043117371177795235	-0.23116112253556723	6.051815875418832
196600	-2413.9980502262865	-2374.0951814203604	-39.90286880592613	-2374.0951814203604	13.423240125724853	61.43712310992891	1.0	0.503062203679423	-32.93284976462908	0.4952395627644808	0.003984528705050704	-0.25438591202977273	5.880428767286932
196800	-2406.5213091797086	-2371.0060051220566	-35.51530405765218	-2371.0060051220566	10.222139419272418	51.692939389034876	1.0	0.503062203679423	-28.38548534139049	0.4952395627644808	0.00482106311281028	-0.4141855869944212	5.693084511347428
197000	-2411.0152522760127	-2370.830493318871	-40.1847589571417	-2370.830493318871	13.382117436025457	62.97923358747033	1.0	0.503062203679423	-32.98644063958149	0.4952395627644808	0.004082324348325411	-0.48268518829293805	6.3583949188034135
197200	-2410.701824753624	-2370.1386696865534	-40.56315506707042	-2370.1386696865534	12.345663802609018	59.88684501615675	1.0	0.4246990314409624	-33.49286340944116	0.6062240464405199	0.004073510564055314	-0.23090490347321233	5.949435433214132
197400	-2410.772546653685	-2375.9452298079427	-34.82731684574241	-2375.9452298079427	9.115588952894917	50.459830804758596	1.0	0.4246990314409624	-28.03539772866288	0.39278903729590603	0.004737988995439903	-0.38628878534218514	5.71671795618372
197600	-2412.8201677460775	-2374.917174208451	-37.902993537626415	-2374.917174208451	10.823065531300097	58.23525734452421	1.0	0.5895063224232561	-31.304257582684542	0.28762805746893094	0.003931860828710831	-0.3396963773280097	6.238647255047363
197800	-2414.071823758577	-2376.3996127059722	-37.67221105260496	-2376.3996127059722	10.584829188033796	56.857690388939936	1.0	0.5895063224232561	-31.20701072021852	0.28201974039735445	0.003931860828710831	-0.22583778043581793	6.004818080068375
198000	-2410.2761639859127	-2370.291374869816	-39.984789116096564	-2370.291374869816	11.245556479066376	62.262022656687805	1.0	0.5895063224232561	-32.599058680581194	0.500285707274106	0.003931860828710831	-0.5735205399996663	6.416970734797383
198200	-2401.810236164069	-2366.516950153884	-35.29328601018496	-2366.516950153884	9.034185545874653	49.852138845944594	1.0	0.5895063224232561	-27.761891355702982	0.4999549385043512	0.004853975926673863	-0.7198458067623268	5.502981663256978
198400	-2410.6479811123345	-2375.8261819909108	-34.821799121423744	-2375.8261819909108	9.452689184737636	50.057640394028745	1.0	0.5895063224232561	-28.1554119892308	0.343515230108032	0.004853975926673863	-0.2299059603344432	5.954642488550871
198600	-2399.477966316896	-2365.918505501312	-33.5594608155837	-2365.918505501312	8.812213373936084	46.51931647541012	1.0	0.5895063224232561	-26.11588864731722	0.47952326629146835	0.005032713372770785	-0.6737275829017486	5.526747303094308
198800	-2409.609650879759	-2373.9772680556443	-35.63238282411491	-2373.9772680556443	8.878496411457666	51.80876648327228	1.0	0.5895063224232561	-28.260731330732305	0.6298175494066037	0.005032713372770785	-0.32929149329788954	6.227486417894742
199000	-2409.4826148516504	-2369.9380131250628	-39.54460172658776	-2369.9380131250628	10.468494373112986	63.066056157182146	1.0	0.5895063224232561	-32.73575069785743	0.39465915606044827	0.004245139885117605	-0.23366645634514627	5.937250084858946
199200	-2409.6127650839203	-2372.6599661185883	-36.95279896533188	-2372.6599661185883	11.989435958248524	55.15158506279128	1.0	0.5274455253910507	-29.91427479223253	0.48740010204707546	0.005043320072048192	-0.3144558654357716	5.789447734765161
199400	-2408.7270863184735	-2373.6254535590692	-35.101632759404374	-2373.6254535590692	8.34704560544166	48.83784870743958	1.0	0.5864319491029402	-27.393622329886696	0.48740010204707546	0.005902609917832809	-0.924955698142206	5.408745255622638
199600	-2410.915256892481	-2371.7949399193767	-39.12031697310424	-2371.7949399193767	12.495655913532197	58.815505830810466	1.0	0.7356683915592	-30.11062695482801	0.5065940397485221	0.0034156482281855853	-2.0387936533938174	6.95210353973428
199800	-2408.1468775495264	-2368.338860096223	-39.80801745330352	-2368.338860096223	11.569754187617518	58.467504152461615	1.0	0.7356683915592	-32.15204823541542	0.6251145759384366	0.003728215665375574	-0.47493957531114506	6.352950579165425
200000	-2405.409411148073	-2370.1877848698205	-35.22162627825255	-2370.1877848698205	8.511362153688117	44.44170592674192	1.0	0.6010639147479463	-26.267574441479724	0.7325790611426034	0.004630041247257251	-1.7490415289050962	5.127288657040494
200200	-2413.2814920545884	-2380.1760453623015	-33.10544669228705	-2380.1760453623015	7.608867714990801	47.46855627704386	1.0	0.5145681491483721	-25.93466890132008	0.6154756678015817	0.0058030036044357846	-0.22638203217056638	5.982814547927986
200400	-2410.4097103761114	-2368.4993699627457	-41.910340413365915	-2368.4993699627457	13.49223295655358	62.58721299699936	1.0	0.5145681491483721	-34.372801995147064	0.5139787621269533	0.00331894390630747	-0.773277409512088	5.476795423917489
200600	-2410.797181332736	-2372.154095286164	-38.64308604657174	-2372.154095286164	12.500163709280555	59.37008589479815	1.0	0.5145681491483721	-31.529857795505585	0.5139787621269533	0.0034664780165083895	-0.3489672423593937	6.248169185954528
200800	-2409.1061833509384	-2372.4642407308106	-36.641942620127814	-2372.4642407308106	11.287371657586702	55.05283529325494	1.0	0.5002549696274003	-30.13523836213929	0.31994316284818614	0.004669210248383431	-0.23051500768377262	5.951401362986987
201000	-2418.719611073005	-2374.47249779273	-44.24711328027537	-2374.47249779273	13.728496036076276	70.02020701123524	1.0	0.44523064644978555	-34.399066575291236	0.23687683363355194	0.002630385011163685	-3.9272672883178434	7.360418306197237
201200	-2404.2406097446933	-2366.3401863349845	-37.90042340970869	-2366.3401863349845	12.26865606323428	58.62161216973139	1.0	0.46878869133862955	-31.268560111503948	0.3436226327828579	0.004327356570418137	-0.31578735382441236	5.78787267835132
201400	-2408.5495401857697	-2370.7946390427496	-37.75490114301998	-2370.7946390427496	12.089388838975538	59.39290863008534	1.0	0.4327497676965186	-31.06894598756373	0.39914682159067677	0.0034361203454164077	-0.2562271301860307	6.123360807271401
201600	-2403.309066584242	-2363.489749410348	-39.81931717389409	-2363.489749410348	14.9213436571059	64.95137186090759	1.0	0.4327497676965186	-33.37278794207475	0.31608523244088493	0.004121575928885052	-0.24996837369841068	5.890052237281327
201800	-2403.559654754437	-2368.172951957748	-35.38670279668911	-2368.172951957748	10.590141652631287	52.5908167017177	1.0	0.4327497676965186	-28.526884459258586	0.47296650697555204	0.004121575928885052	-0.26049093463559564	5.868281394649677
202000	-2413.709263977156	-2370.3490383014696	-43.36022567568639	-2370.3490383014696	16.57813189725868	76.55928278986076	1.0	0.4327497676965186	-36.35104712998971	0.24827091243728458	0.002734531131311124	-1.0539353718643807	6.6434842730089265
202200	-2411.0532943983635	-2370.226903195019	-40.82639120334436	-2370.226903195019	13.029262954026034	61.327689446537	1.0	0.37625020187231756	-33.16654961681436	0.44615598559023883	0.003921785308296043	-1.1753381459968195	5.310961977336485
202400	-2407.9183829916587	-2368.1460775120145	-39.77230547964425	-2368.1460775120145	13.040850501749631	65.23663001477401	1.0	0.37625020187231756	-33.07221358795777	0.3728660972091455	0.0033529274007649545	-0.39493155964724097	6.290809393763779
202600	-2411.595532001188	-2369.9278755018872	-41.667656499300996	-2369.9278755018872	15.294609098803617	71.12620005527646	1.0	0.37625020187231756	-35.42726011814864	0.23670280849423828	0.0033529274007649545	-0.3893317832380695	6.28595491829425
202800	-2410.498928138165	-2370.5483267494883	-39.95060138867689	-2370.5483267494883	13.656462227662843	62.73058909221512	1.0	0.37625020187231756	-33.08299651799767	0.30958545453215464	0.0033529274007649545	-0.7483070414251927	5.488866118917722
203000	-2408.6731209672907	-2370.95786121731	-37.71525974998073	-2370.95786121731	10.678917652291249	52.37921252139496	1.0	0.3207482734055823	-29.945187800612125	0.32776478029934775	0.005017394293422914	-1.6492528725535203	5.156358630723696
203200	-2411.644343560644	-2372.703083273511	-38.941260287133076	-2372.703083273511	10.373115558614797	56.9106572417671	1.0	0.3207482734055823	-31.70695706136411	0.553247240007628	0.003976458574404319	-0.5902734029245347	5.573103027488009
203400	-2400.250777317777	-2363.615629021255	-36.635148296522395	-2363.615629021255	11.511702741682987	54.45089654847802	1.0	0.3207482734055823	-30.36068097165357	0.29665551386781747	0.003976458574404319	-0.25330427092190894	5.882712067378648
203600	-2401.1611228496013	-2363.2640241401814	-37.89709870941968	-2363.2640241401814	11.308563427797434	57.80949771213397	1.0	0.27255184365794116	-29.660954941463483	0.4951949129747234	0.003511897509409738	-1.7511111152247931	6.8733040027905705
203800	-2406.0314370013757	-2370.47417708596	-35.55725991541573	-2370.47417708596	7.594409572735073	43.614388870088	1.0	0.27255184365794116	-26.442215414180616	0.8033194765546009	0.005275582306122866	-2.146386485063827	5.020052263531595
204000	-2400.024731308711	-2364.536719214493	-35.48801209421821	-2364.536719214493	10.367636693451376	50.2112433310667	1.0	0.27255184365794116	-26.930754157105095	0.35258774122935516	0.004813761733557169	-2.411680185688839	7.04543981965585
204200	-2400.679365233069	-2366.712645899698	-33.96671933337096	-2366.712645899698	8.875592009277867	47.699082685868966	1.0	0.36796554788186003	-27.394124393109955	0.35258774122935516	0.005172106414467288	-0.3316034846128092	5.769986813456183
204400	-2402.3791954133258	-2364.902351024353	-37.47684438897291	-2364.902351024353	10.63090080112507	48.865118394272	1.0	0.36796554788186003	-28.842956475025613	0.33875454247592984	0.005172106414467288	-2.4328939887178658	4.94949949165335
204600	-2403.2915989376993	-2367.5492004864695	-35.74239845122979	-2367.5492004864695	9.778976914106416	52.53613976219079	1.0	0.36796554788186003	-28.754589745916544	0.591652779560225	0.004922387437302888	-0.229475365833804	6.042918604293923
204800	-2398.592977690977	-2367.6125324739833	-30.980445216993697	-2367.6125324739833	7.153453282486129	41.216748930707936	1.0	0.36796554788186003	-23.20674965836833	0.6065658502595942	0.005231672119054823	-0.9904788445278908	5.381660492980125
205000	-2400.7910803528157	-2366.0895017364433	-34.701578616372466	-2366.0895017364433	8.763085558496375	45.93101934840434	1.0	0.36796554788186003	-27.142836682803008	0.8461533886595638	0.005231672119054823	-0.4427311623491421	5.670652304012602
205200	-2399.3156277210437	-2368.3726973874127	-30.942930333631153	-2368.3726973874127	8.738946987393986	44.639315458476375	1.0	0.36796554788186003	-23.96582669254538	0.5054888911781703	0.005024665992980417	-0.37609295110497576	6.27413646096447
205400	-2398.29995508562	-2364.206751415515	-34.09320367010456	-2364.206751415515	9.789035102629835	49.0756082300371	1.0	0.36796554788186003	-26.890206140907093	0.6795842246991286	0.004801239836108947	-0.3061535844061244	6.200452278312566
205600	-2398.4684964812454	-2367.1249934360667	-31.34350304517885	-2367.1249934360667	7.985230702232257	43.27787050024664	1.0	0.36796554788186003	-24.036255013286333	0.7589330236261672	0.006156527811180342	-0.3000028169727185	5.807371517775809
205800	-2398.464062392241	-2364.4658806052707	-33.99818178697003	-2364.4658806052707	9.696638709077462	48.02500052221325	1.0	0.36796554788186003	-26.843631318747867	0.6898549876044912	0.005384768488561209	-0.242711017193688	5.908022653471193
206000	-2399.1190438373183	-2364.7548692807313	-34.36417455658711	-2364.7548692807313	10.647645352543458	50.7885137501833	1.0	0.36796554788186003	-27.623455233324954	0.45769699284989657	0.004625487258655099	-0.23897579130076274	5.918807516801014
206200	-2402.4809866393616	-2369.3193914355793	-33.161595203782504	-2369.3193914355793	8.690450953582072	49.02063307962097	1.0	0.3112790889752205	-26.37307333883961	0.4859765200630894	0.005245007594512716	-0.283543532692025	6.169929661988862
206400	-2403.0962885207355	-2371.6272916673247	-31.468996853410918	-2371.6272916673247	7.6894308323036995	43.326488197136825	1.0	0.3112790889752205	-24.148385674294335	0.6026137752743225	0.005245007594512716	-0.600615149725954	5.567089040863351
206600	-2402.3864601775863	-2367.8827034237083	-34.503756753877894	-2367.8827034237083	9.8766422023833	49.63731729396968	1.0	0.3112790889752205	-27.900199024077494	0.3709468072494082	0.004441237495888757	-0.36852596009210853	5.732853404057453
206800	-2405.4419619804785	-2370.0283800379007	-35.41358194257799	-2370.0283800379007	9.921425413357719	48.63507143980468	1.0	0.3112790889752205	-28.191528191180975	0.34999648297240965	0.005205390244840388	-1.0451203663022128	5.35994960602407
207000	-2406.2344203990183	-2368.186504118936	-38.04791628008208	-2368.186504118936	10.093305411769713	51.40394551019269	1.0	0.3112790889752205	-29.303293496093772	0.5043557638139711	0.005205390244840388	-2.2025416045511066	5.005829428139623
207200	-2401.188498652721	-2364.640133131391	-36.548365521329984	-2364.640133131391	11.466304431207819	56.66652828248189	1.0	0.3112790889752205	-29.62697566362143	0.4330724711574104	0.004365254961752739	-0.5316044005101117	6.391032637937925
207400	-2400.428144914622	-2363.0021636088677	-37.425981305754235	-2363.0021636088677	12.730514448054997	57.58047138450648	1.0	0.3112790889752205	-30.52693097321054	0.5043776827687431	0.004378282088644617	-0.35692571627769354	6.2560608947428
207600	-2402.342161076731	-2368.1343290641103	-34.2078320126206	-2368.1343290641103	10.273756171198055	50.11151665583821	1.0	0.3112790889752205	-27.658356701296853	0.3585383409991515	0.004378282088644617	-0.34844499993573147	6.247642531980074
207800	-2403.4813365927316	-2367.007938716833	-36.47339787589878	-2367.007938716833	10.487494259719274	55.09605506429182	1.0	0.26307373471713447	-29.756172711789915	0.49178693191448064	0.004210772407077898	-0.24857301357960296	5.893272166388342
208000	-2407.2603973048376	-2370.1986343451913	-37.06176295964625	-2370.1986343451913	11.024534429682404	57.88228066553005	1.0	0.3001395252845732	-30.278179904166926	0.35244093608318144	0.0045989768341452375	-0.6108338043477798	6.438772407805603
208200	-2404.50171434944	-2368.5026801787	-35.99903417074041	-2368.5026801787	9.94561144952721	52.243285230347816	1.0	0.3001395252845732	-29.003504443803408	0.5898473800507501	0.0045989768341452375	-0.3080772755814671	5.797162721699462
208400	-2402.3626912561417	-2368.2961802673617	-34.06651098877997	-2368.2961802673617	10.361156464932883	50.133427006044215	1.0	0.3001395252845732	-26.141461363279873	0.5898473800507501	0.005229754397428543	-1.2375971741445602	6.711268522254371
208600	-2397.9649151609683	-2361.6646938973936	-36.30022126357459	-2361.6646938973936	11.138249263104049	55.89479928297179	1.0	0.36676821820735545	-29.715408813033072	0.3840421332087693	0.00427490332871195	-0.25961955704319073	6.130054227917556
208800	-2403.6420332779708	-2368.218000313599	-35.424032964371875	-2368.218000313599	10.381456070432204	53.595441547715986	1.0	0.24319532793053095	-28.93913201004645	0.40478351981691013	0.005293276051679779	-0.23071267309087115	5.950394957685011
209000	-2405.8850548273826	-2366.4885409017033	-39.39651392567943	-2366.4885409017033	11.404119836343453	60.33506922564536	1.0	0.23070779500808755	-32.424170866819246	0.5563270030758545	0.004176930943348278	-0.4128049197502561	6.305788789122107
209200	-2407.6584399796343	-2369.192957108137	-38.465482871497315	-2369.192957108137	12.404195999207943	58.29116682922888	1.0	0.20215234472777424	-31.453044195949072	0.41915367695078165	0.004019754555780611	-0.7644286743635178	5.481040790755771
209400	-2405.627983478578	-2368.8916809505463	-36.73630252803166	-2368.8916809505463	10.435404381389768	55.53173251526174	1.0	0.20215234472777424	-30.05189641011829	0.41915367695078165	0.004126544182244398	-0.43639611672863654	5.675496714898054
209600	-2408.976757084576	-2372.8031967850156	-36.17356029956057	-2372.8031967850156	9.631012543614968	51.1951489096514	1.0	0.20215234472777424	-28.805780735650583	0.39287503017963454	0.004126544182244398	-1.1844771468291657	5.307654062558161
209800	-2406.71835833531	-2371.817304082569	-34.901054252740565	-2371.817304082569	10.71677393590863	51.789405218859365	1.0	0.21236868855183905	-28.423817885645448	0.39287503017963454	0.004532778477209157	-0.28371760619022107	5.829814434299654
210000	-2412.766275374913	-2374.2918536401758	-38.47442173473731	-2374.2918536401758	12.834075133714812	61.01469076510823	1.0	0.23049788232342536	-31.45519125990883	0.4445967053661553	0.004914415972797142	-0.6839784552610735	6.478637181284711
210200	-2405.164244429948	-2372.313773289477	-32.850471140471235	-2372.313773289477	9.158471852717582	47.39049646671403	1.0	0.24205290437595847	-26.233959290887466	0.4445967053661553	0.004655029814581397	-0.26970480796382756	5.851821973087944
210400	-2406.2151031015105	-2370.64152839837	-35.573574703140366	-2370.64152839837	10.146494789544288	48.37836931281168	1.0	0.24205290437595847	-27.631606857503467	0.4329379385867163	0.004655029814581397	-1.621719091920614	5.164557680244804
210600	-2405.8213364070166	-2372.1765690621323	-33.64476734488417	-2372.1765690621323	10.039414674981703	49.223263482511484	1.0	0.24205290437595847	-26.97479132461249	0.46792710236328194	0.00395612957560909	-0.2720518647491574	5.847913655931195
210800	-2397.0205091976513	-2367.505787569864	-29.514721627787182	-2367.505787569864	7.370995216904779	37.90137578451028	1.0	0.5560866922045443	-21.11209217310889	0.7696733332387312	0.006699617726318391	-1.1932137560788132	5.304506504906737
