#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CalibratedYuleModel.t:tree" spec="beast.base.evolution.speciation.CalibratedYuleModel">
#            <parameter id="birthRateY.t:tree" lower="0.0" name="birthRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:tree" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.new_core_region" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="CalibratedYuleBirthRatePrior.t:tree" name="distribution" x="@birthRateY.t:tree">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.base.inference.parameter.RealParameter">1000.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:HKY" name="distribution">
#            <parameter id="gammaShape.s:HKY" lower="0.1" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:HKY" name="distribution">
#            <parameter id="kappa.s:HKY" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="mean" spec="beast.base.inference.parameter.RealParameter">6.0</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="sigma" spec="beast.base.inference.parameter.RealParameter">0.5</parameter>
#            </Normal>
#        </prior>
#        <distribution id="cyn-ava.prior" monophyletic="true" spec="beast.base.evolution.tree.MRCAPrior" tree="@Tree.t:tree">
#            <taxonset id="cyn-ava" spec="beast.base.evolution.alignment.TaxonSet">
#                <taxon id="Cynocephalus_volans" spec="beast.base.evolution.alignment.Taxon"/>
#                <taxon id="Avahi_laniger" spec="beast.base.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.1" name="distr">
#                <parameter estimate="false" id="RealParameter.8" name="mean" spec="beast.base.inference.parameter.RealParameter">6.0</parameter>
#                <parameter estimate="false" id="RealParameter.9" name="sigma" spec="beast.base.inference.parameter.RealParameter">0.5</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@new_core_region" id="treeLikelihood.new_core_region" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:HKY" shape="@gammaShape.s:HKY" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:HKY" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:HKY" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:HKY" kappa="@kappa.s:HKY" spec="beast.base.evolution.substitutionmodel.HKY">
#                    <frequencies data="@new_core_region" id="empiricalFreqs.s:HKY" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.new_core_region	Tree.height	Tree.treeLength	mutationRate	gammaShape	kappa	CalibratedYuleModel	birthRateY	logP(mrca(cyn-ava))	mrca.age(cyn-ava)	clockRate
81800	-306464.17795554793	-306252.1644413691	-212.01351417877785	-306252.1644413691	415.0881120373509	984.5331676359983	1.0	0.37557624971265874	8.246623266599272	-196.82736331139583	0.0654886272871781	-0.299151833523166	6.191520861629273	0.04794847171425812
82000	-306454.9843751763	-306249.8727920293	-205.1115831470081	-306249.8727920293	366.02754907726757	866.4578272628331	1.0	0.375883868307547	8.244060377546711	-189.2540970589137	0.0654886272871781	-0.9931976835408396	5.380562218259125	0.05586766454403198
82200	-306455.27682739845	-306243.5261288357	-211.7506985627445	-306243.5261288357	416.91775661833105	968.7513790080907	1.0	0.375883868307547	8.244060377546711	-196.48196970215278	0.037863093219789465	-0.9518198363101666	5.3974933678101795	0.05586766454403198
82400	-306447.7482330928	-306237.36710910505	-210.38112398770167	-306237.36710910505	419.3241964923536	974.4461536811731	1.0	0.3755878922206443	8.246466075033851	-194.81211409421422	0.05491007487437931	-0.8594258210028982	5.4371347992822034	0.05488121197531336
82600	-306461.7813526121	-306257.50469673943	-204.27665587266492	-306257.50469673943	363.8374500446193	867.5073893352323	1.0	0.3755878922206443	8.246466075033851	-188.9393681398411	0.06103780976070224	-0.5220066698379567	5.615152421604845	0.05303678784119351
82800	-306453.6596778491	-306248.91858850257	-204.7410893465442	-306248.91858850257	367.96450410918993	876.4035997775636	1.0	0.3755878922206443	8.246466075033851	-189.47352410319212	0.06103780976070224	-0.4522841803662032	5.663478954802619	0.05303678784119351
83000	-306454.67999968154	-306247.3124530662	-207.36754661537233	-306247.3124530662	392.9029852533139	926.1490880900311	1.0	0.3757286200287188	8.245272284515865	-192.16767814619567	0.05638503097206318	-0.47438622001708963	5.647441588263475	0.053469176952170024
83200	-306455.38090246497	-306241.75662462413	-213.6242778408177	-306241.75662462413	453.4225753952867	1048.2735605077912	1.0	0.37547149448087114	8.24746898112368	-198.73949186069362	0.041364654998417426	-0.4493046637450451	5.665699752392914	0.05269408306473963
83400	-306458.8220751622	-306243.54153467197	-215.28054049023376	-306243.54153467197	473.90291240340815	1090.1641842315998	1.0	0.375285132531237	8.249117992474046	-200.28699341335627	0.04779110677024624	-0.3991474637093218	5.705588628731332	0.052131539263704965
83600	-306464.45082613704	-306248.5414539774	-215.90937215965405	-306248.5414539774	476.9413545189841	1097.555832873012	1.0	0.375285132531237	8.249117992474046	-201.25818273782457	0.03810840726549867	-0.28297773713996516	5.83090478348688	0.052131539263704965
83800	-306456.70709768496	-306243.8852286857	-212.82186899925898	-306243.8852286857	447.6139171855296	1039.4711925959757	1.0	0.375285132531237	8.249117992474046	-197.9085768019857	0.05050169130791579	-0.26377778516595135	5.8621841218849875	0.052131539263704965
84000	-306461.6471470401	-306244.2571081763	-217.39003886384072	-306244.2571081763	484.6807779284263	1126.2102097391198	1.0	0.37478983142761796	8.253120116469137	-202.21287899679098	0.05050169130791579	-0.4921037257112041	6.364905722801436	0.04778517999872895
84200	-306470.17535118276	-306253.07320001995	-217.1021511628084	-306253.07320001995	465.3522121983248	1085.2207851282606	1.0	0.37478952395064796	8.253043846541862	-201.81934116956444	0.05994418445564168	-0.42719645030440534	6.317336649049301	0.04779571193747352
84400	-306464.1304766518	-306252.3148098439	-211.81566680789865	-306252.3148098439	409.74159237892354	943.704469296437	1.0	0.37507699943876704	8.250167866658565	-194.90300669075512	0.06819789729511772	-1.9537822747262474	5.070486438484752	0.05978788839573546
84600	-306457.88791126985	-306252.6859623942	-205.2019488756903	-306252.6859623942	369.2402313657748	866.1365020185993	1.0	0.37507699943876704	8.250167866658565	-189.00157270352233	0.06245325672860598	-1.3294114273780977	5.2571608267150385	0.05978788839573546
84800	-306452.40785940184	-306245.0738451476	-207.33401425424307	-306245.0738451476	387.81936432339666	902.0864460917066	1.0	0.3749135701670828	8.251473662345472	-190.91390427568322	0.05725913784694096	-1.624301719678079	5.163785204916419	0.05919521036716353
85000	-306453.1844714591	-306246.0934076163	-207.09106384280727	-306246.0934076163	373.91326900663415	878.1198617951026	1.0	0.37470025490782394	8.253229144284019	-191.39921892651324	0.0424937324169113	-1.1783813088281638	5.30985872599031	0.05841154054738226
85200	-306449.94812318095	-306241.9201854157	-208.02793776523382	-306241.9201854157	396.3329035633435	922.2105123043915	1.0	0.37470025490782394	8.253229144284019	-191.99099440390776	0.05591011413154965	-1.2493520223136882	5.2846117593680475	0.05841154054738226
85400	-306453.1385511457	-306239.6728142691	-213.46573687661754	-306239.6728142691	452.03748535339344	1037.510402345027	1.0	0.37426033215345866	8.257025857102464	-197.93060143005738	0.051512184786472494	-0.7955851342563612	5.4662426667428194	0.05682478703135335
85600	-306462.70043165813	-306245.8201083416	-216.88032331656856	-306245.8201083416	475.58414722751286	1084.7013941537846	1.0	0.37426033215345866	8.257025857102464	-201.1777839389639	0.0565533892352233	-0.8697106341416526	5.432585124667618	0.05682478703135335
85800	-306460.56294925674	-306243.8715416057	-216.69140765105217	-306243.8715416057	463.705514490051	1058.399012011888	1.0	0.37431871982040255	8.256534435999871	-201.2303688810198	0.03375446031386664	-1.1481670509723538	5.320891872259054	0.05703459175680848
86000	-306467.16678035166	-306250.58958817244	-216.57719217922417	-306250.58958817244	475.8078474765891	1111.3231986426351	1.0	0.37431871982040255	8.256534435999871	-201.18834342175862	0.04785276279625975	-0.7272956675054209	6.500751592539002	0.047190511088877674
86200	-306467.8388606131	-306251.8589703648	-215.9798902483418	-306251.8589703648	469.8276186909327	1097.8270625829698	1.0	0.37431871982040255	8.256534435999871	-200.90823173255225	0.039722215601095644	-0.5961455749486171	6.430322101630796	0.047190511088877674
86400	-306470.62157686776	-306252.43996022834	-218.18161663941675	-306252.43996022834	499.13998829338243	1155.441878789688	1.0	0.3744500490363234	8.255459438796098	-203.2029644401936	0.039722215601095644	-0.5127086907639773	6.378759381480677	0.04760229350537286
86600	-306459.7608220226	-306244.3528199549	-215.40800206772101	-306244.3528199549	467.4032092987489	1092.3678161860016	1.0	0.37428872337572083	8.256358868320397	-200.27285037800115	0.04400428972983479	-0.5589749712508639	6.408156598994881	0.047180325525290084
86800	-306459.65747499454	-306239.4366635786	-220.22081141590914	-306239.4366635786	524.116852969066	1204.1294635711436	1.0	0.37444319351005145	8.254993489965365	-205.2655952160811	0.04471080910039086	-0.375291474905286	6.273404574084413	0.04763633104494795
87000	-306456.30077073764	-306235.3644164607	-220.93635427694815	-306235.3644164607	534.5086270073853	1218.995908424522	1.0	0.37493803868416326	8.25039890808105	-206.43234066138976	0.03437314548910702	-0.22768191362110496	6.030745414100135	0.04917841504796274
87200	-306457.8761783991	-306242.1676698425	-215.70850855657994	-306242.1676698425	469.4173161751619	1091.340195744233	1.0	0.3743963789713928	8.254740953809323	-200.71420674742052	0.05238324021848351	-0.2584809294629008	6.1278467379681105	0.04750483364889096
87400	-306462.4453850216	-306247.7311439379	-214.7142410837213	-306247.7311439379	464.877046510529	1083.146246157437	1.0	0.3748902184647304	8.250677935141134	-199.84710116784535	0.04576431631979398	-0.30238996490243664	6.195702085141816	0.04908765538079854
87600	-306466.48576550186	-306244.9911717974	-221.49459370445848	-306244.9911717974	509.9053686883357	1176.1317237989451	1.0	0.37457086506467524	8.253398955619037	-206.22192139610877	0.05665309428315301	-0.47049095377930206	6.349785363569271	0.04809379564360587
87800	-306465.94206969766	-306249.84497071686	-216.09709898078825	-306249.84497071686	479.6515719484971	1113.564319866257	1.0	0.37457086506467524	8.253398955619037	-201.23391577345765	0.04387925665687753	-0.31626403382916524	6.212688364966725	0.04809379564360587
88000	-306468.212581143	-306254.324744533	-213.88783661003419	-306254.324744533	448.8474213105719	1057.0246778271487	1.0	0.374156034722982	8.25679413021162	-198.7251664535955	0.04387925665687753	-0.5855400273336178	6.424115947995881	0.046820822249527154
88200	-306464.1846336066	-306245.026625794	-219.15800781255655	-306245.026625794	512.2326418545667	1181.266015369283	1.0	0.374156034722982	8.25679413021162	-204.19541969233612	0.04387925665687753	-0.3854579911153769	6.282547906089082	0.046820822249527154
88400	-306456.6909597087	-306233.9500857523	-222.74087395641078	-306233.9500857523	557.4575937136567	1272.279484505758	1.0	0.37426085898978967	8.2558550982988	-207.84603740041382	0.038651063216091575	-0.4528224181014159	6.336920662364813	0.04713917881879256
88600	-306455.0144150458	-306239.10126982164	-215.91314522418537	-306239.10126982164	481.5219169435463	1106.00076699489	1.0	0.37426085898978967	8.2558550982988	-201.03419167316875	0.04236824161455276	-0.3452027411437853	5.755652513314483	0.051421209043321946
88800	-306450.6135659543	-306233.9334840409	-216.68008191342557	-306233.9334840409	488.90763938882685	1120.2575380094002	1.0	0.3744751793942263	8.253843308771575	-201.6589610118393	0.04678958505649358	-0.40613416602073094	5.69971445807698	0.052193170060874844
89000	-306461.8127206017	-306241.7192698195	-220.09345078218763	-306241.7192698195	512.4952113728848	1186.8051645842384	1.0	0.37446795750203943	8.25390780288398	-204.8025786913264	0.04782974031779136	-0.6533450854374958	6.462360104676414	0.0461790371205081
89200	-306467.0378923563	-306246.6729808703	-220.36491148597548	-306246.6729808703	518.4599157961198	1199.6679271255084	1.0	0.3745009338102603	8.253580421239123	-205.18665095126053	0.03714696592008411	-0.7961753396790171	6.534033700731653	0.046286563290536126
89400	-306463.3579779557	-306243.0445795115	-220.3133984441998	-306243.0445795115	518.4120501090416	1198.6071134069791	1.0	0.3743821779225035	8.254701417687032	-204.98669533315726	0.044710484839662584	-0.7494809609392601	6.511707733132172	0.04590186441343983
89600	-306458.30131121096	-306235.25758419454	-223.04372701643132	-306235.25758419454	553.1028372641608	1268.4146902476982	1.0	0.3743821779225035	8.254701417687032	-208.0670009479676	0.0344833272490589	-0.6589865086263933	6.465400449065998	0.04590186441343983
89800	-306463.00000918726	-306236.6064773056	-226.39353188165157	-306236.6064773056	610.8249415552259	1376.9988381749934	1.0	0.37474148708303046	8.251759291390478	-211.84699775117457	0.0344833272490589	-0.2549524145922714	6.120749869456542	0.047073352880497805
90000	-306463.8732000866	-306239.6872703182	-224.18592976834802	-306239.6872703182	551.0940230190125	1261.9198427537249	1.0	0.37474148708303046	8.251759291390478	-208.9806697974569	0.050200636703974885	-0.5384863185868873	6.395407995583144	0.047073352880497805
90200	-306468.28343200375	-306254.23400317965	-214.04942882409446	-306254.23400317965	424.5356800255278	1005.9321668651593	1.0	0.3748559769646712	8.250688199026973	-199.43970980376974	0.03359479314709251	-0.35374752247267455	6.252938895613098	0.04741054581239643
90400	-306445.16789266746	-306238.69836300914	-206.46952965829965	-306238.69836300914	376.6954570065965	880.2091814697477	1.0	0.3748559769646712	8.250688199026973	-189.8910636703444	0.06230996074862677	-1.7053333176245409	5.139900597320341	0.059424924855528284
90600	-306452.56990308204	-306240.1680295427	-212.40187353931205	-306240.1680295427	439.95879332556785	1028.4831058995849	1.0	0.3748559769646712	8.250688199026973	-197.4627580093553	0.052765575474645166	-0.23208843989788364	6.056111884895966	0.05075009373872303
90800	-306443.22320584534	-306236.6506261406	-206.57257970474	-306236.6506261406	377.9897327627786	883.7569871450769	1.0	0.3744532739796081	8.25406111816597	-190.1804400502264	0.063239790128774	-1.4742228622889817	5.209926740851124	0.05804285449408632
91000	-306445.7754513595	-306235.5741910164	-210.2012603431513	-306235.5741910164	420.7598925548205	975.7339846732888	1.0	0.3745056524137784	8.253648958325908	-194.74973277918807	0.05032938002086061	-0.7654034444102682	5.480571423694489	0.055293110138415154
91200	-306444.6871472729	-306234.32351869106	-210.36362858184867	-306234.32351869106	422.4843583068963	980.7334311998284	1.0	0.3745056524137784	8.253648958325908	-194.9950708701663	0.05032938002086061	-0.6824335921294342	5.522170407213666	0.055293110138415154
91400	-306449.7772437818	-306240.1459796158	-209.63126416596955	-306240.1459796158	416.13626945493723	970.4183449196971	1.0	0.37422087152021793	8.255876675182527	-194.4564157101314	0.05032938002086061	-0.46891722464051244	5.651341232724756	0.05423846732803003
91600	-306449.3612656191	-306232.10169405723	-217.2595715618772	-306232.10169405723	497.5736335741969	1140.31540404181	1.0	0.37422087152021793	8.255876675182527	-202.4484334998119	0.04438106399793468	-0.2308631135695424	5.949642473626999	0.05082310822320164
91800	-306449.8379872185	-306232.91797422746	-216.9200129910379	-306232.91797422746	493.79042082464304	1132.6950792087437	1.0	0.37422087152021793	8.255876675182527	-202.10968014603023	0.04438106399793468	-0.23005789651191	5.953812643141317	0.05082310822320164
92000	-306450.81560506154	-306237.00771319785	-213.8078918637076	-306237.00771319785	458.11789126930233	1062.8437441618105	1.0	0.37422087152021793	8.255876675182527	-199.0013040469232	0.04438106399793468	-0.22631286828862437	6.016147997459391	0.05082310822320164
92200	-306446.30869460094	-306234.1363421519	-212.1723524490215	-306234.1363421519	439.99782265662697	1026.506320178162	1.0	0.37407637863000603	8.257248704158927	-197.34142878097492	0.04490089427574694	-0.22677524017081893	6.022179805297743	0.050257551791422585
92400	-306451.7162489812	-306240.64197458635	-211.0742743948316	-306240.64197458635	427.3622228058708	1003.8989461110365	1.0	0.37399656982868973	8.257810422412424	-196.0893403230673	0.05112819983089087	-0.2460382324401522	6.100615306478251	0.049985279310315114
92600	-306456.5740268984	-306238.0847238544	-218.4893030440667	-306238.0847238544	492.0413778458568	1132.8728588970664	1.0	0.37399656982868973	8.257810422412424	-203.43737066783243	0.05505421568965227	-0.239124354394778	6.081648642824148	0.049985279310315114
92800	-306457.27010605286	-306244.21801373985	-213.05209231301947	-306244.21801373985	450.408710266673	1046.7391228223946	1.0	0.37410472698152014	8.256912696755387	-198.1814448463378	0.04680166277399473	-0.22808281396195113	5.966151356620806	0.050395745170038586
93000	-306463.05373688234	-306244.3627558158	-218.69098106655022	-306244.3627558158	510.9848765211478	1166.9740503670232	1.0	0.37406849670107023	8.257048312260896	-203.81300398771316	0.04680166277399473	-0.23422433018965652	5.935065503986983	0.05026383945088877
93200	-306464.85615282645	-306245.4127475847	-219.4434052417443	-306245.4127475847	493.92222192629606	1151.2650457457796	1.0	0.37387107885431603	8.258602286132485	-203.56708628023463	0.05130416793260359	-1.1269633119063667	6.671257014585933	0.045113785821151046
93400	-306446.73841649905	-306234.6990994106	-212.0393170884503	-306234.6990994106	403.29282199941446	919.080890707007	1.0	0.3739029642686845	8.258303441517022	-192.88821436304187	0.06570435963994653	-4.157254604459061	4.597954485080043	0.06599796599218341
93600	-306453.7177901014	-306241.7360118712	-211.98177823020745	-306241.7360118712	437.090173906426	1004.3581288944882	1.0	0.3742631730304205	8.255164970698761	-196.24614196820593	0.0475923030063415	-1.0919485613619937	5.341912920383151	0.05703311873333361
93800	-306450.176606949	-306238.67109903326	-211.50550791576467	-306238.67109903326	422.90561275248626	973.8703451451045	1.0	0.3743583762521748	8.254339108977787	-195.5411386175996	0.04218521156259463	-1.4485209775668886	5.21810178893856	0.057430384874514746
94000	-306454.2121769638	-306246.0565660036	-208.1556109601939	-306246.0565660036	396.49294754392884	921.6012056858856	1.0	0.3743583762521748	8.254339108977787	-191.98117825544202	0.05192580369699634	-1.4510362647278217	5.217297977489807	0.057430384874514746
94200	-306461.42612252163	-306246.1285688295	-215.29755369211588	-306246.1285688295	463.6476195040166	1056.5049049755507	1.0	0.3743583762521748	8.254339108977787	-199.21500692445392	0.05397065578866679	-1.3205622675617965	5.260144975377923	0.057430384874514746
94400	-306470.15189048316	-306251.2696082888	-218.8822821943433	-306251.2696082888	506.13319782149483	1170.7510650681938	1.0	0.3743583762521748	8.254339108977787	-203.74011777122536	0.044447139838206404	-0.5741351799098255	6.417339087113284	0.04875572707269574
94600	-306455.57476218266	-306235.1071187177	-220.46764346500166	-306235.1071187177	528.8870273011873	1212.6835872511547	1.0	0.37420713949853884	8.255779071325312	-205.55353525123334	0.04354526929824995	-0.353721352715669	6.252913028599696	0.04820605252934076
94800	-306460.7815712927	-306237.1416317926	-223.63993950011186	-306237.1416317926	557.1835810084561	1268.135055811065	1.0	0.37420713949853884	8.255779071325312	-208.6828804556015	0.04761853201905085	-0.30733658803027886	6.201922306080274	0.04820605252934076
95000	-306459.36793609726	-306240.61158553464	-218.75635056260703	-306240.61158553464	502.40133397063664	1158.674050782101	1.0	0.3743959582295706	8.253950715008363	-204.0901674856968	0.03530403317972342	-0.3317004790856	6.230118585126096	0.04885805207949368
95200	-306465.30846937065	-306247.0358405524	-218.27262881825112	-306247.0358405524	501.82263316291477	1157.6258991246063	1.0	0.37439250957267317	8.254129187793888	-203.3439547234751	0.04686954182973189	-0.30948678701989607	6.204567145914451	0.048842642697145354
95400	-306470.1122351894	-306253.8654586592	-216.24677653022906	-306253.8654586592	482.99002952007584	1117.8712753392788	1.0	0.37439250957267317	8.254129187793888	-201.43062359295843	0.04420182409782363	-0.25551167438454503	6.121902259494682	0.048842642697145354
95600	-306465.9403038326	-306250.4161457288	-215.52415810380285	-306250.4161457288	471.4946207695642	1095.5535932336436	1.0	0.37439250957267317	8.254129187793888	-200.79424872295345	0.04010747227025826	-0.2663784084718031	6.142455354106253	0.048842642697145354
95800	-306467.547734561	-306245.25625494745	-222.29147961357597	-306245.25625494745	555.4950036755037	1262.8962171305955	1.0	0.37442900257860734	8.253831077421964	-207.55241249548078	0.041201991802429304	-0.2512892795081004	6.112911307811426	0.048975670808700036
96000	-306463.6608296678	-306239.7053684267	-223.95546124114003	-306239.7053684267	536.7872899038282	1228.267925341048	1.0	0.37442900257860734	8.253831077421964	-209.54144141493114	0.02716716232131259	-0.34231716836527637	6.241377107158642	0.04795445939637415
96200	-306463.0781787305	-306246.51009708847	-216.5680816420299	-306246.51009708847	481.4694094830596	1117.8384023119095	1.0	0.3742753994056912	8.255293104213868	-201.76444943830677	0.03943909874744004	-0.3465100032211894	6.245681349085011	0.04739280324175547
96400	-306464.0235932507	-306244.3345593178	-219.68903393293942	-306244.3345593178	500.9283848001334	1165.4089552810228	1.0	0.3742753994056912	8.255293104213868	-203.8534143054812	0.0486508407192002	-1.1687867154146998	6.686656887670244	0.04538344929145807
96600	-306465.5228421159	-306237.55167233205	-227.9711697838518	-306237.55167233205	614.6450986825813	1392.9464798263139	1.0	0.374080759002549	8.256918946535295	-212.4070092122957	0.03796900888944409	-1.130511610312646	6.672577228899373	0.044690666598189495
96800	-306467.6274936733	-306248.54756188265	-219.07993179062575	-306248.54756188265	491.44287505788145	1150.2077624071746	1.0	0.3740133342620009	8.257456593802216	-203.1652540669418	0.038043150831004374	-1.4742929882646423	6.790095448544008	0.04446060413081587
97000	-306471.87989613134	-306249.57341523713	-222.30648089418614	-306249.57341523713	484.69515911577406	1136.3434780448717	1.0	0.3738520451462193	8.258929066300965	-205.76885536277135	0.0630069015719297	-1.5800579317207641	6.822881090764649	0.04392099974439621
97200	-306461.42796320195	-306239.09219611855	-222.33576708338157	-306239.09219611855	544.2997777242139	1250.229820243765	1.0	0.3742280156845455	8.255820549699825	-206.9461107077469	0.040231446482098	-0.9079506623190752	6.584020252077934	0.04523453601272317
97400	-306453.064764138	-306249.03853681317	-204.02622732487674	-306249.03853681317	359.23749254582447	849.3155309060476	1.0	0.3742280156845455	8.255820549699825	-188.03876843754836	0.06425293881629902	-1.0380188086068707	5.3627294703337745	0.0573153217611316
97600	-306455.81767126144	-306245.8430183612	-209.97465290026676	-306245.8430183612	417.258917639303	970.4179830653453	1.0	0.37416189626265006	8.256343494898841	-194.5259592613141	0.05398654724164459	-0.6685291971113559	5.529501411018785	0.05497707531119153
97800	-306456.44691212114	-306246.58162256354	-209.86528955761295	-306246.58162256354	417.2461151558478	969.9083907199574	1.0	0.37416189626265006	8.256343494898841	-194.44037447871926	0.051443731498192	-0.6929512058810503	5.516698927563613	0.05497707531119153
98000	-306452.58049976744	-306244.26635898394	-208.31414078352753	-306244.26635898394	394.1453314766555	922.7532022452561	1.0	0.37421105026606144	8.255895701438925	-192.52572758522584	0.06262897531451696	-0.8638874104836234	5.435156633287202	0.05518370766976265
98200	-306451.52978192735	-306241.48807119415	-210.04171073320637	-306241.48807119415	415.7680378852192	964.3488003798801	1.0	0.3743240268008903	8.254848538294917	-194.28203732841087	0.05519494173097445	-0.9707194096849713	5.389701688909332	0.05567960722788659
98400	-306457.42552476755	-306249.8675313253	-207.5579934422442	-306249.8675313253	393.51802806706985	920.4522698626847	1.0	0.3745812629292613	8.252753732644463	-192.1309312651998	0.04848503964683708	-0.7862291654037957	5.470642931114041	0.05678931058909975
98600	-306468.878815344	-306253.4399575208	-215.4388578232289	-306253.4399575208	475.1558893155148	1092.1696021134362	1.0	0.3745812629292613	8.252753732644463	-200.46405035956022	0.04922327975934913	-0.31887743721450035	5.784261634647691	0.051867380881522214
98800	-306462.03754445066	-306251.9566032241	-210.0809412265912	-306251.9566032241	405.9504542986218	951.3328901683888	1.0	0.37500434147985745	8.249167307345155	-194.7040889796561	0.06518708129003868	-0.47216104764161876	5.649023010015691	0.05369317541670765
99000	-306459.66454064916	-306249.18176863523	-210.48277201394865	-306249.18176863523	424.7999472392047	986.569631210333	1.0	0.37517292602245983	8.247626417989425	-195.31878128627787	0.04851066292774149	-0.5681879473617026	5.586238840200669	0.05440526945414522
99200	-306466.3713806588	-306257.41190872254	-208.95947193629408	-306257.41190872254	407.81654630036087	952.1281035236501	1.0	0.3753183429059415	8.246411419799394	-193.62895821128828	0.056119736548993035	-0.5999201855090239	5.567490559141019	0.05507330266802387
99400	-306466.3282904219	-306249.78064830834	-216.54764211359333	-306249.78064830834	489.0797233814527	1117.3816976353764	1.0	0.37518578502995864	8.247518323429274	-201.68828444125978	0.040438713819537814	-0.4463359492874961	5.667927269530628	0.05450167990758272
99600	-306462.74881534337	-306253.1172917738	-209.63152356958653	-306253.1172917738	404.38892343604095	944.9371654379586	1.0	0.37518578502995864	8.247518323429274	-194.1200957967037	0.06408684601771489	-0.638391309698265	5.5457974256713545	0.05450167990758272
99800	-306458.0387718495	-306246.1869887482	-211.85178310128606	-306246.1869887482	438.98196125319214	1015.2166533267423	1.0	0.37518578502995864	8.247518323429274	-196.73414486909962	0.04735586724825088	-0.5468643598349963	5.599329931745414	0.05450167990758272
100000	-306459.9079235183	-306247.7311764544	-212.1767470638605	-306247.7311764544	441.3369256882862	1020.3269514529949	1.0	0.3749768185772819	8.249275930004485	-196.98140918399793	0.04735586724825088	-0.6089657836693666	5.562293231132623	0.05356920987952888
100200	-306457.2150290791	-306244.44128051866	-212.77374856048692	-306244.44128051866	448.49874924871585	1037.599898558384	1.0	0.3749768185772819	8.249275930004485	-197.78000729350964	0.04735586724825088	-0.40736917078407486	5.6986880203681345	0.05356920987952888
100400	-306457.4899398499	-306239.33100345277	-218.15893639714233	-306239.33100345277	474.1131456087702	1084.8007660345284	1.0	0.3749768185772819	8.249275930004485	-203.3321338693239	0.030993862142899613	-0.6639244268778608	5.531954556568952	0.05356920987952888
100600	-306462.43769543775	-306249.80627188494	-212.63142355283446	-306249.80627188494	445.7837841683395	1028.4198529132564	1.0	0.37525244008609543	8.24678790116756	-197.38909443402056	0.05031136275615549	-0.6175714317271646	5.557405332678738	0.054813108353941466
100800	-306459.1518790173	-306245.83753538167	-213.31434363564537	-306245.83753538167	452.620054036993	1042.260316536506	1.0	0.37504254295710676	8.248662240755378	-198.08302624562396	0.05031136275615549	-0.5899175997315054	5.5733114443257366	0.05389970088281957
101000	-306467.76200575207	-306258.86870431196	-208.89330144012126	-306258.86870431196	399.5808721315879	937.2212541523993	1.0	0.3750608162496039	8.248501772682609	-193.91666254760335	0.04229862639128224	-0.5099750066307125	5.623049304294325	0.053247466434363344
101200	-306463.3893058185	-306254.4718466528	-208.9174591656485	-306254.4718466528	399.7243527607525	941.6015323277653	1.0	0.3747334585472631	8.251591074757377	-194.08430167110004	0.04229862639128224	-0.3390166740231082	5.7620658479974125	0.051852618824249394
